,ms,abs,alpha,beta,gamma
0,192.0,False,0.1,4.2,-5.300000000000001
1,210.0,False,0.5,3.9000000000000004,-5.2
2,223.0,False,0.7000000000000001,3.9000000000000004,-5.2
3,239.0,False,1.2000000000000002,4.2,-5.300000000000001
4,256.0,False,1.8,4.7,-5.4
5,273.0,False,2.3000000000000003,5.1000000000000005,-5.6000000000000005
6,289.0,False,2.8000000000000003,5.2,-5.7
7,306.0,False,3.0,5.1000000000000005,-5.800000000000001
8,323.0,False,3.4000000000000004,4.9,-6.0
9,341.0,False,3.6,4.7,-6.2
10,356.0,False,3.7,4.4,-6.4
11,372.0,False,3.8000000000000003,4.3,-6.4
12,410.0,False,3.9000000000000004,4.6000000000000005,-6.2
13,422.0,False,3.9000000000000004,4.800000000000001,-6.2
14,439.0,False,4.0,5.1000000000000005,-6.2
15,456.0,False,4.1000000000000005,5.300000000000001,-6.2
16,489.0,False,4.2,5.2,-6.300000000000001
17,522.0,False,4.3,5.0,-6.4
18,539.0,False,4.3,5.0,-6.6000000000000005
19,555.0,False,4.3,5.2,-6.800000000000001
20,573.0,False,4.2,5.300000000000001,-7.0
21,589.0,False,4.0,5.5,-7.0
22,607.0,False,3.8000000000000003,5.5,-7.0
23,639.0,False,3.7,5.5,-7.1000000000000005
24,656.0,False,3.7,5.5,-7.4
25,672.0,False,3.6,5.4,-7.6000000000000005
26,706.0,False,3.4000000000000004,5.300000000000001,-7.6000000000000005
27,722.0,False,3.3000000000000003,5.4,-7.5
28,740.0,False,3.3000000000000003,5.7,-7.6000000000000005
29,755.0,False,3.2,5.9,-7.800000000000001
30,772.0,False,3.2,5.9,-8.0
31,789.0,False,3.1,5.800000000000001,-8.200000000000001
32,806.0,False,2.9000000000000004,5.6000000000000005,-8.3
33,822.0,False,2.8000000000000003,5.2,-8.4
34,839.0,False,2.7,5.1000000000000005,-8.5
35,873.0,False,2.6,5.2,-8.700000000000001
36,889.0,False,2.5,5.2,-8.9
37,905.0,False,2.4000000000000004,5.0,-9.0
38,922.0,False,2.2,4.800000000000001,-9.0
39,939.0,False,2.1,4.5,-9.0
40,956.0,False,2.0,4.2,-9.1
41,989.0,False,2.0,4.0,-9.200000000000001
42,1006.0,False,1.9000000000000001,3.8000000000000003,-9.200000000000001
43,1022.0,False,1.9000000000000001,3.8000000000000003,-9.1
44,1056.0,False,1.9000000000000001,3.7,-8.9
45,1089.0,False,1.9000000000000001,3.5,-8.700000000000001
46,1105.0,False,1.9000000000000001,3.5,-8.4
47,1122.0,False,1.9000000000000001,3.5,-8.200000000000001
48,1139.0,False,2.0,3.6,-7.9
49,1155.0,False,2.0,3.7,-7.800000000000001
50,1172.0,False,2.0,3.8000000000000003,-7.6000000000000005
51,1189.0,False,2.0,4.0,-7.300000000000001
52,1206.0,False,2.1,4.2,-7.0
53,1223.0,False,2.2,4.5,-6.6000000000000005
54,1239.0,False,2.2,5.0,-6.300000000000001
55,1256.0,False,2.3000000000000003,5.6000000000000005,-5.9
56,1272.0,False,2.2,5.9,-5.800000000000001
57,1289.0,False,2.2,6.7,-5.4
58,1308.0,False,2.2,7.5,-5.0
59,1322.0,False,2.1,8.200000000000001,-4.5
60,1339.0,False,2.1,8.9,-4.1000000000000005
61,1355.0,False,2.1,9.200000000000001,-3.8000000000000003
62,1372.0,False,2.0,9.600000000000001,-3.5
63,1389.0,False,2.0,9.8,-3.3000000000000003
64,1406.0,False,2.0,10.0,-3.3000000000000003
65,1422.0,False,2.0,10.200000000000001,-3.5
66,1439.0,False,1.9000000000000001,10.200000000000001,-3.7
67,1456.0,False,1.8,10.100000000000001,-3.7
68,1472.0,False,1.7000000000000002,9.700000000000001,-3.8000000000000003
69,1489.0,False,1.5,9.4,-3.9000000000000004
70,1511.0,False,1.3,9.1,-3.9000000000000004
71,1522.0,False,1.0,9.1,-3.9000000000000004
72,1539.0,False,0.6000000000000001,9.200000000000001,-4.0
73,1555.0,False,0.4,9.200000000000001,-4.0
74,1572.0,False,0.0,9.200000000000001,-4.0
75,1589.0,False,359.70000000000005,9.200000000000001,-3.9000000000000004
76,1605.0,False,359.5,9.1,-4.0
77,1622.0,False,359.40000000000003,9.1,-4.2
78,1639.0,False,359.3,9.1,-4.2
79,1655.0,False,359.3,9.0,-4.0
80,1672.0,False,359.5,8.700000000000001,-3.8000000000000003
81,1689.0,False,359.8,8.200000000000001,-3.7
82,1705.0,False,0.2,7.6000000000000005,-3.7
83,1722.0,False,0.30000000000000004,7.2,-3.8000000000000003
84,1739.0,False,0.4,7.0,-4.0
85,1756.0,False,0.7000000000000001,6.300000000000001,-4.6000000000000005
86,1772.0,False,1.5,4.9,-5.6000000000000005
87,1789.0,False,3.0,2.0,-6.5
88,1807.0,False,5.4,-2.3000000000000003,-7.300000000000001
89,1822.0,False,8.0,-6.800000000000001,-7.800000000000001
90,1839.0,False,8.6,-8.4,-7.1000000000000005
91,1855.0,False,8.8,-9.8,-6.1000000000000005
92,1872.0,False,8.9,-9.3,-6.1000000000000005
93,1889.0,False,8.700000000000001,-8.700000000000001,-6.2
94,1905.0,False,8.700000000000001,-9.0,-6.300000000000001
95,1923.0,False,8.8,-9.3,-6.300000000000001
96,1939.0,False,8.8,-9.9,-6.6000000000000005
97,1956.0,False,8.700000000000001,-9.9,-7.300000000000001
98,1972.0,False,8.8,-9.600000000000001,-8.1
99,1990.0,False,8.700000000000001,-8.700000000000001,-8.700000000000001
100,2009.0,False,8.5,-7.5,-8.700000000000001
101,2022.0,False,8.3,-6.800000000000001,-8.8
102,2039.0,False,7.9,-5.4,-9.4
103,2055.0,False,7.5,-4.2,-10.9
104,2072.0,False,7.4,-2.9000000000000004,-12.700000000000001
105,2089.0,False,7.5,-1.8,-14.600000000000001
106,2106.0,False,7.5,-1.3,-15.4
107,2122.0,False,7.5,-0.8,-15.700000000000001
108,2139.0,False,7.2,-0.6000000000000001,-14.8
109,2156.0,False,6.6000000000000005,0.2,-14.5
110,2172.0,False,5.9,1.8,-15.9
111,2189.0,False,5.4,4.1000000000000005,-18.400000000000002
112,2207.0,False,5.0,6.4,-20.400000000000002
113,2222.0,False,4.800000000000001,7.4,-21.1
114,2239.0,False,4.3,9.3,-21.8
115,2255.0,False,3.5,10.700000000000001,-21.700000000000003
116,2272.0,False,2.5,11.4,-21.5
117,2289.0,False,1.7000000000000002,11.600000000000001,-20.900000000000002
118,2306.0,False,1.4000000000000001,11.600000000000001,-20.5
119,2322.0,False,1.3,11.3,-20.1
120,2339.0,False,1.4000000000000001,10.9,-19.700000000000003
121,2355.0,False,1.8,10.700000000000001,-18.900000000000002
122,2372.0,False,2.4000000000000004,11.100000000000001,-17.5
123,2389.0,False,3.2,12.0,-15.5
124,2406.0,False,3.6,12.5,-14.5
125,2422.0,False,4.2,12.4,-13.600000000000001
126,2439.0,False,4.800000000000001,11.3,-12.0
127,2456.0,False,5.300000000000001,9.700000000000001,-10.0
128,2472.0,False,5.800000000000001,7.800000000000001,-8.200000000000001
129,2489.0,False,6.0,7.0,-7.5
130,2506.0,False,6.4,6.1000000000000005,-6.7
131,2522.0,False,6.9,6.1000000000000005,-6.7
132,2539.0,False,7.5,6.7,-7.1000000000000005
133,2555.0,False,8.1,7.7,-8.0
134,2572.0,False,9.0,9.1,-9.600000000000001
135,2589.0,False,9.4,10.0,-10.700000000000001
136,2606.0,False,10.3,11.600000000000001,-13.100000000000001
137,2622.0,False,11.100000000000001,13.0,-15.600000000000001
138,2639.0,False,11.5,13.700000000000001,-17.5
139,2656.0,False,11.600000000000001,13.9,-18.6
140,2672.0,False,11.4,13.600000000000001,-19.3
141,2689.0,False,11.3,13.3,-19.400000000000002
142,2708.0,False,11.100000000000001,12.8,-19.400000000000002
143,2722.0,False,10.700000000000001,12.4,-19.6
144,2739.0,False,10.4,12.3,-20.0
145,2755.0,False,10.100000000000001,12.600000000000001,-20.8
146,2772.0,False,9.8,12.8,-21.1
147,2789.0,False,9.3,13.0,-21.200000000000003
148,2807.0,False,8.700000000000001,12.8,-20.0
149,2822.0,False,7.800000000000001,12.200000000000001,-18.3
150,2839.0,False,7.0,11.5,-17.0
151,2855.0,False,6.5,10.9,-17.2
152,2872.0,False,6.300000000000001,10.8,-17.7
153,2889.0,False,6.1000000000000005,11.0,-18.8
154,2908.0,False,5.7,11.4,-19.200000000000003
155,2922.0,False,5.0,11.700000000000001,-18.5
156,2939.0,False,4.0,11.700000000000001,-17.400000000000002
157,2955.0,False,3.0,11.4,-16.7
158,2972.0,False,2.5,11.100000000000001,-16.5
159,2989.0,False,1.6,10.700000000000001,-16.5
160,3009.0,False,0.8,10.3,-16.7
161,3022.0,False,0.1,10.200000000000001,-16.8
162,3039.0,False,359.6,10.4,-16.8
163,3055.0,False,359.40000000000003,10.600000000000001,-16.6
164,3072.0,False,359.1,11.200000000000001,-16.0
165,3089.0,False,358.5,11.600000000000001,-16.0
166,3105.0,False,357.70000000000005,11.8,-16.3
167,3122.0,False,357.3,11.700000000000001,-16.6
168,3139.0,False,357.3,11.4,-17.0
169,3156.0,False,357.40000000000003,11.3,-17.3
170,3172.0,False,357.70000000000005,10.9,-17.6
171,3189.0,False,357.8,10.600000000000001,-17.6
172,3205.0,False,357.5,10.5,-17.6
173,3222.0,False,357.3,10.4,-17.400000000000002
174,3239.0,False,357.20000000000005,10.200000000000001,-17.2
175,3289.0,False,357.5,10.100000000000001,-16.7
176,3305.0,False,357.6,10.100000000000001,-16.1
177,3322.0,False,357.6,10.4,-15.700000000000001
178,3339.0,False,357.3,11.100000000000001,-15.700000000000001
179,3356.0,False,357.20000000000005,11.600000000000001,-15.9
180,3372.0,False,357.1,12.8,-16.6
181,3389.0,False,357.1,13.700000000000001,-17.0
182,3405.0,False,357.40000000000003,13.9,-16.900000000000002
183,3422.0,False,357.90000000000003,13.5,-16.6
184,3439.0,False,358.1,13.3,-16.5
185,3455.0,False,358.40000000000003,13.0,-16.1
186,3472.0,False,358.5,13.200000000000001,-15.8
187,3489.0,False,358.5,13.9,-15.700000000000001
188,3505.0,False,358.40000000000003,14.700000000000001,-16.3
189,3522.0,False,358.40000000000003,14.9,-16.6
190,3539.0,False,358.40000000000003,14.9,-17.0
191,3555.0,False,358.5,14.5,-17.3
192,3573.0,False,358.70000000000005,13.700000000000001,-17.2
193,3589.0,False,358.90000000000003,13.0,-16.8
194,3605.0,False,359.20000000000005,12.5,-16.0
195,3623.0,False,359.70000000000005,12.3,-15.5
196,3639.0,False,0.0,12.3,-15.5
197,3655.0,False,0.9,12.4,-16.2
198,3672.0,False,1.6,12.3,-17.400000000000002
199,3689.0,False,2.1,11.9,-17.8
200,3705.0,False,2.2,11.100000000000001,-17.2
201,3722.0,False,2.2,10.8,-16.8
202,3739.0,False,2.1,10.4,-16.0
203,3755.0,False,1.9000000000000001,9.9,-16.0
204,3772.0,False,1.4000000000000001,9.1,-16.7
205,3793.0,False,0.4,8.200000000000001,-17.6
206,3805.0,False,359.1,7.5,-18.6
207,3822.0,False,358.3,7.300000000000001,-19.3
208,3839.0,False,356.5,6.9,-21.200000000000003
209,3857.0,False,354.20000000000005,6.5,-23.200000000000003
210,3872.0,False,351.8,6.2,-25.3
211,3889.0,False,349.3,5.800000000000001,-27.8
212,3905.0,False,347.20000000000005,5.2,-30.400000000000002
213,3922.0,False,346.3,4.800000000000001,-31.5
214,3939.0,False,345.5,3.5,-32.6
215,3955.0,False,346.5,2.4000000000000004,-32.4
216,3972.0,False,348.20000000000005,1.7000000000000002,-31.700000000000003
217,3989.0,False,349.70000000000005,1.7000000000000002,-31.0
218,4006.0,False,350.5,1.7000000000000002,-30.900000000000002
219,4022.0,False,352.1,1.7000000000000002,-31.3
220,4039.0,False,353.3,1.6,-31.6
221,4055.0,False,354.1,1.1,-31.5
222,4072.0,False,354.70000000000005,0.30000000000000004,-30.700000000000003
223,4089.0,False,355.1,-0.2,-29.700000000000003
224,4105.0,False,355.20000000000005,-0.4,-29.200000000000003
225,4122.0,False,355.70000000000005,-0.7000000000000001,-28.700000000000003
226,4139.0,False,356.8,-1.1,-28.200000000000003
227,4155.0,False,358.6,-2.0,-27.400000000000002
228,4172.0,False,0.9,-3.5,-26.8
