,ms,abs,alpha,beta,gamma
0,98.0,False,8.6,24.8,14.700000000000001
1,112.0,False,8.3,25.700000000000003,14.100000000000001
2,134.0,False,8.0,26.5,13.4
3,145.0,False,7.800000000000001,26.8,13.100000000000001
4,166.0,False,7.300000000000001,26.900000000000002,12.5
5,181.0,False,7.1000000000000005,26.900000000000002,12.4
6,196.0,False,6.2,27.0,12.8
7,212.0,False,5.7,27.200000000000003,13.3
8,231.0,False,5.2,27.900000000000002,13.0
9,246.0,False,5.0,27.1,12.200000000000001
10,262.0,False,4.9,26.6,11.600000000000001
11,278.0,False,4.1000000000000005,25.8,11.4
12,295.0,False,3.6,26.200000000000003,11.0
13,312.0,False,2.6,23.6,12.700000000000001
14,331.0,False,2.3000000000000003,22.700000000000003,12.600000000000001
15,346.0,False,1.7000000000000002,22.900000000000002,13.5
16,362.0,False,0.7000000000000001,22.6,15.200000000000001
17,378.0,False,0.2,21.8,15.9
18,398.0,False,0.0,21.200000000000003,15.9
19,412.0,False,0.5,14.8,12.700000000000001
20,428.0,False,0.30000000000000004,14.100000000000001,12.200000000000001
21,446.0,False,359.5,13.9,12.100000000000001
22,463.0,False,359.0,14.200000000000001,12.3
23,478.0,False,357.90000000000003,14.700000000000001,12.5
24,495.0,False,357.20000000000005,16.400000000000002,11.4
25,512.0,False,356.1,16.5,11.0
26,528.0,False,355.5,16.6,10.700000000000001
27,545.0,False,354.3,16.7,10.3
28,562.0,False,353.8,16.8,10.100000000000001
29,578.0,False,353.0,17.1,9.9
30,595.0,False,352.5,17.2,9.700000000000001
31,612.0,False,352.20000000000005,17.2,9.600000000000001
32,628.0,False,352.20000000000005,17.1,9.5
33,645.0,False,352.0,16.900000000000002,9.3
34,662.0,False,351.90000000000003,16.8,9.3
35,678.0,False,351.70000000000005,16.8,9.4
36,695.0,False,351.6,16.8,9.4
37,712.0,False,351.8,16.7,9.200000000000001
38,728.0,False,351.90000000000003,16.5,9.1
39,745.0,False,352.20000000000005,16.1,9.0
40,762.0,False,352.20000000000005,15.8,8.9
41,778.0,False,352.1,15.3,8.8
42,795.0,False,351.8,14.9,9.0
43,812.0,False,351.5,15.100000000000001,9.600000000000001
44,828.0,False,351.5,15.200000000000001,9.9
45,845.0,False,351.70000000000005,15.3,10.200000000000001
46,862.0,False,352.0,15.100000000000001,10.3
47,878.0,False,352.20000000000005,15.0,10.3
48,895.0,False,352.6,14.8,10.200000000000001
49,912.0,False,352.8,15.100000000000001,10.200000000000001
50,928.0,False,352.8,15.3,10.4
51,946.0,False,352.8,15.8,11.0
52,962.0,False,352.70000000000005,16.400000000000002,11.8
53,978.0,False,352.70000000000005,16.6,12.100000000000001
54,995.0,False,352.90000000000003,16.8,12.3
55,1012.0,False,353.0,16.900000000000002,12.200000000000001
56,1045.0,False,352.90000000000003,17.1,12.100000000000001
57,1063.0,False,352.5,17.400000000000002,12.3
58,1078.0,False,352.20000000000005,17.7,13.200000000000001
59,1095.0,False,351.8,18.0,14.4
60,1112.0,False,351.6,18.1,15.100000000000001
61,1128.0,False,351.40000000000003,17.8,16.2
62,1145.0,False,351.3,17.0,16.900000000000002
63,1167.0,False,351.3,16.0,17.400000000000002
64,1179.0,False,351.3,15.4,17.7
65,1195.0,False,351.40000000000003,14.3,18.3
66,1212.0,False,351.5,13.200000000000001,18.8
67,1228.0,False,351.6,12.600000000000001,18.900000000000002
68,1247.0,False,351.6,11.600000000000001,18.7
69,1269.0,False,351.5,11.0,18.3
70,1279.0,False,351.40000000000003,10.8,18.0
71,1296.0,False,351.1,10.5,17.7
72,1312.0,False,350.90000000000003,10.4,17.6
73,1329.0,False,350.6,10.100000000000001,17.7
74,1349.0,False,350.6,9.5,18.1
75,1362.0,False,350.6,9.200000000000001,18.3
76,1393.0,False,350.5,8.1,18.3
77,1412.0,False,350.3,7.9,18.1
78,1428.0,False,349.5,7.800000000000001,18.1
79,1446.0,False,348.5,8.0,18.5
80,1463.0,False,347.90000000000003,8.0,18.7
81,1478.0,False,346.90000000000003,8.3,19.200000000000003
82,1495.0,False,346.20000000000005,8.4,19.3
83,1512.0,False,345.6,8.1,18.8
84,1528.0,False,345.3,7.9,18.5
85,1546.0,False,344.5,7.4,18.0
86,1562.0,False,344.0,7.1000000000000005,17.900000000000002
87,1579.0,False,343.0,6.7,17.7
88,1596.0,False,342.1,6.5,17.900000000000002
89,1612.0,False,341.70000000000005,6.5,18.0
90,1628.0,False,341.20000000000005,6.300000000000001,18.1
91,1645.0,False,341.1,6.1000000000000005,18.0
92,1662.0,False,341.0,5.300000000000001,17.3
93,1680.0,False,340.70000000000005,4.4,16.3
94,1697.0,False,340.0,3.7,15.4
95,1712.0,False,338.90000000000003,3.8000000000000003,15.100000000000001
96,1728.0,False,338.3,4.1000000000000005,15.200000000000001
97,1745.0,False,337.0,4.800000000000001,15.700000000000001
98,1765.0,False,336.0,5.5,15.8
99,1779.0,False,335.6,5.7,15.700000000000001
100,1795.0,False,334.90000000000003,5.9,15.100000000000001
101,1812.0,False,334.6,6.1000000000000005,14.700000000000001
102,1828.0,False,334.0,6.4,14.200000000000001
103,1845.0,False,333.40000000000003,6.9,14.200000000000001
104,1862.0,False,333.1,7.300000000000001,14.4
105,1878.0,False,332.6,8.0,15.5
106,1895.0,False,332.3,8.3,16.6
107,1912.0,False,332.40000000000003,8.200000000000001,16.7
108,1928.0,False,332.8,7.6000000000000005,16.0
109,1945.0,False,332.90000000000003,7.300000000000001,14.8
110,1966.0,False,332.70000000000005,7.800000000000001,14.3
111,1979.0,False,332.5,8.5,14.9
112,1996.0,False,331.70000000000005,10.100000000000001,17.1
113,2013.0,False,330.90000000000003,11.3,19.400000000000002
114,2029.0,False,330.70000000000005,11.600000000000001,20.200000000000003
115,2047.0,False,330.5,11.700000000000001,20.8
116,2064.0,False,330.5,11.4,20.6
117,2079.0,False,330.5,11.3,20.3
118,2095.0,False,330.3,11.4,20.1
119,2112.0,False,330.0,11.9,20.3
120,2131.0,False,329.90000000000003,12.100000000000001,20.5
121,2145.0,False,329.8,12.3,20.700000000000003
122,2162.0,False,330.20000000000005,12.0,20.3
123,2178.0,False,330.6,11.700000000000001,19.8
124,2195.0,False,331.40000000000003,10.9,18.8
125,2212.0,False,332.3,10.100000000000001,17.7
126,2228.0,False,332.8,9.9,17.2
127,2245.0,False,333.20000000000005,9.700000000000001,17.0
128,2262.0,False,334.0,9.5,17.0
129,2278.0,False,334.6,9.600000000000001,17.3
130,2295.0,False,335.3,9.600000000000001,17.2
131,2312.0,False,335.70000000000005,9.4,17.0
132,2329.0,False,336.5,8.9,16.2
133,2345.0,False,337.0,8.5,15.8
134,2379.0,False,337.0,8.700000000000001,16.8
135,2395.0,False,336.70000000000005,9.200000000000001,17.7
136,2412.0,False,336.70000000000005,9.4,18.0
137,2445.0,False,337.20000000000005,9.5,17.5
138,2462.0,False,337.40000000000003,9.4,17.2
139,2479.0,False,337.6,9.5,17.1
140,2495.0,False,337.6,9.9,17.7
141,2514.0,False,337.40000000000003,10.600000000000001,18.7
142,2529.0,False,337.3,10.9,19.0
143,2545.0,False,337.1,11.5,19.200000000000003
144,2562.0,False,337.0,11.700000000000001,19.200000000000003
145,2579.0,False,336.90000000000003,12.100000000000001,19.200000000000003
146,2596.0,False,336.6,12.4,19.200000000000003
147,2612.0,False,336.20000000000005,12.600000000000001,19.5
148,2630.0,False,336.0,12.8,19.8
149,2645.0,False,335.5,13.0,20.200000000000003
150,2678.0,False,335.40000000000003,12.4,19.700000000000003
151,2695.0,False,335.8,11.100000000000001,18.6
152,2715.0,False,336.70000000000005,9.4,17.400000000000002
153,2729.0,False,337.1,8.6,17.0
154,2745.0,False,337.40000000000003,7.800000000000001,16.7
155,2762.0,False,337.6,6.7,16.5
156,2783.0,False,336.6,7.0,17.1
157,2795.0,False,336.20000000000005,7.300000000000001,17.400000000000002
158,2812.0,False,335.40000000000003,7.9,17.8
159,2832.0,False,335.20000000000005,8.200000000000001,17.900000000000002
160,2845.0,False,335.0,8.6,18.1
161,2863.0,False,334.90000000000003,9.200000000000001,18.400000000000002
162,2878.0,False,335.1,9.8,18.5
163,2895.0,False,335.40000000000003,10.3,18.6
164,2912.0,False,335.6,10.5,18.6
165,2929.0,False,336.20000000000005,11.0,18.7
166,2945.0,False,336.90000000000003,11.200000000000001,18.8
167,2962.0,False,337.3,11.200000000000001,18.900000000000002
168,2979.0,False,338.1,11.100000000000001,19.0
169,2996.0,False,338.70000000000005,10.9,19.0
170,3015.0,False,339.0,10.600000000000001,18.8
171,3028.0,False,339.20000000000005,10.4,18.8
172,3049.0,False,339.3,10.100000000000001,18.900000000000002
173,3062.0,False,339.3,9.9,19.1
174,3078.0,False,339.3,9.600000000000001,19.6
175,3095.0,False,339.3,9.5,20.3
176,3112.0,False,339.3,9.5,20.700000000000003
177,3145.0,False,339.5,9.0,20.900000000000002
178,3162.0,False,339.6,8.8,21.0
179,3178.0,False,339.8,8.5,21.5
180,3195.0,False,339.8,8.700000000000001,22.6
181,3212.0,False,339.70000000000005,9.0,23.400000000000002
182,3228.0,False,338.90000000000003,10.0,25.400000000000002
183,3245.0,False,337.8,10.8,27.0
184,3262.0,False,337.3,11.0,27.5
185,3279.0,False,336.90000000000003,10.9,27.8
186,3295.0,False,336.90000000000003,10.600000000000001,27.5
187,3313.0,False,336.3,10.4,27.1
188,3328.0,False,335.8,10.4,26.8
189,3345.0,False,335.3,10.5,26.700000000000003
190,3383.0,False,332.70000000000005,10.8,28.3
191,3395.0,False,332.40000000000003,10.9,28.900000000000002
192,3412.0,False,331.70000000000005,11.3,30.400000000000002
193,3428.0,False,331.3,11.8,31.200000000000003
194,3445.0,False,330.8,12.3,32.0
195,3463.0,False,329.40000000000003,13.9,34.0
196,3478.0,False,327.5,16.0,36.4
197,3495.0,False,325.1,18.2,39.400000000000006
198,3512.0,False,322.6,20.200000000000003,42.5
199,3528.0,False,321.3,21.0,44.2
200,3545.0,False,318.8,21.700000000000003,47.2
201,3562.0,False,317.70000000000005,21.900000000000002,48.7
202,3579.0,False,315.20000000000005,22.0,51.7
203,3595.0,False,312.8,21.8,54.5
204,3613.0,False,310.8,21.400000000000002,57.0
205,3628.0,False,309.8,21.1,58.2
206,3645.0,False,308.0,20.1,60.2
207,3665.0,False,306.40000000000003,18.6,61.800000000000004
208,3678.0,False,305.6,17.7,62.400000000000006
209,3695.0,False,304.2,15.700000000000001,63.2
210,3714.0,False,303.2,13.4,63.5
211,3729.0,False,302.8,12.100000000000001,63.5
212,3745.0,False,302.40000000000003,9.3,63.5
213,3763.0,False,302.3,7.7,63.5
214,3779.0,False,302.3,4.4,63.800000000000004
215,3795.0,False,302.40000000000003,0.9,64.3
216,3812.0,False,302.5,-0.9,64.7
217,3829.0,False,302.90000000000003,-4.6000000000000005,65.2
218,3845.0,False,303.6,-8.6,65.5
219,3862.0,False,304.0,-10.700000000000001,65.8
220,3878.0,False,305.2,-15.100000000000001,66.60000000000001
221,3895.0,False,306.8,-19.8,67.7
222,3914.0,False,309.0,-25.0,69.10000000000001
