,ms,latitude,longitude,altitude,confInterval,heading,speed
0,-1222.0,55.6079738,12.9884084,39.20000076293945,23.204999923706055,,
1,-948.0,55.6078757,12.9883365,39.20000076293945,15.604000091552734,166.9374542236328,0.9710763096809387
2,-5.0,55.6078873,12.9883083,39.20000076293945,12.647000312805176,170.64724731445312,0.7881486415863037
3,1019.0,55.607903,12.9882967,39.20000076293945,11.055000305175781,177.98831176757812,0.3142998516559601
4,1997.0,55.6079147,12.9882813,39.20000076293945,6.498000144958496,294.3258972167969,0.219314306974411
5,3017.0,55.6079202,12.9882725,39.20000076293945,6.072000026702881,309.03369140625,0.37652167677879333
6,4000.0,55.6079241,12.9882624,43.30000305175781,5.560999870300293,305.8827209472656,0.36924615502357483
7,5011.0,55.6079261,12.9882592,43.30000305175781,4.723999977111816,308.9612731933594,0.3494810163974762
8,6009.0,55.6079275,12.9882563,43.30000305175781,4.614999771118164,309.1121826171875,0.3174944818019867
9,7001.0,55.6079278,12.9882545,43.30000305175781,4.275000095367432,306.41229248046875,0.2601148784160614
10,8014.0,55.6079256,12.9882608,43.30000305175781,4.079999923706055,101.23007202148438,0.1462932676076889
11,8998.0,55.6079274,12.9882669,43.30000305175781,3.9630000591278076,97.40132141113281,0.17395570874214172
12,10003.0,55.60793,12.9882739,39.20000076293945,3.944999933242798,85.74112701416016,0.15571801364421844
13,11022.0,55.6079313,12.988274,39.20000076293945,3.9000000953674316,69.72301483154297,0.1253809928894043
14,12008.0,55.6079346,12.9882736,39.20000076293945,3.9000000953674316,28.985111236572266,0.15517400205135345
15,13016.0,55.6079383,12.9882741,39.20000076293945,3.9000000953674316,16.278118133544922,0.22536015510559082
16,13991.0,55.6079424,12.9882755,40.30000305175781,3.9000000953674316,14.439863204956055,0.2388852834701538
17,15001.0,55.6079448,12.9882757,40.30000305175781,3.9000000953674316,10.717392921447754,0.2461751252412796
18,16019.0,55.6079498,12.9882744,40.30000305175781,3.9000000953674316,1.9378962516784668,0.3287457227706909
19,17013.0,55.6079544,12.988272,40.30000305175781,3.9000000953674316,354.8976745605469,0.38272181153297424
20,18004.0,55.6079586,12.9882688,40.30000305175781,3.9000000953674316,348.6833190917969,0.41087809205055237
21,18984.0,55.6079639,12.9882676,39.20000076293945,3.9000000953674316,350.98626708984375,0.37358933687210083
22,20008.0,55.6079647,12.9882685,39.20000076293945,3.9000000953674316,354.3738098144531,0.29400384426116943
23,21014.0,55.6079644,12.9882697,39.20000076293945,3.9000000953674316,0.092330202460289,0.20179660618305206
24,22019.0,55.6079639,12.9882712,39.20000076293945,3.9000000953674316,11.598068237304688,0.13156919181346893
25,23011.0,55.6079615,12.9882733,39.20000076293945,3.9000000953674316,,0.05910290405154228
26,24000.0,55.6079575,12.9882741,39.20000076293945,3.9000000953674316,153.28976440429688,0.12005291879177094
27,25011.0,55.6079547,12.988275,39.20000076293945,3.9000000953674316,161.5392608642578,0.1733430027961731
28,26023.0,55.6079523,12.9882753,39.20000076293945,3.9000000953674316,,0.028794122859835625
29,26998.0,55.6079516,12.9882757,39.20000076293945,3.9000000953674316,,0.06712819635868073
30,28003.0,55.6079479,12.9882729,39.20000076293945,3.9000000953674316,199.64622497558594,0.2970036566257477
31,29011.0,55.607941,12.9882804,39.20000076293945,3.9000000953674316,157.6384735107422,0.607400119304657
32,29997.0,55.6079373,12.9882856,42.70000076293945,3.9000000953674316,148.53561401367188,0.2584770917892456
33,31009.0,55.6079353,12.9882815,42.70000076293945,3.9000000953674316,210.9880828857422,0.2611387073993683
34,32015.0,55.6079329,12.9882801,42.70000076293945,3.9000000953674316,202.9762725830078,0.27424561977386475
35,32333.0,55.6079326,12.98828,42.70000076293945,3.9639999866485596,201.92864990234375,0.23293156921863556
36,33014.0,55.6079306,12.9882804,42.70000076293945,3.9639999866485596,186.1698455810547,0.26774170994758606
37,34014.0,55.6079299,12.9882802,42.70000076293945,3.9739999771118164,187.15475463867188,0.15925951302051544
38,35011.0,55.60793,12.9882804,42.70000076293945,3.9639999866485596,,0.06513325124979019
39,36010.0,55.6079261,12.9882826,42.70000076293945,3.9739999771118164,164.14083862304688,0.28546223044395447
40,37007.0,55.6079258,12.9882788,42.70000076293945,3.9639999866485596,217.19219970703125,0.1725970357656479
41,38008.0,55.6079259,12.9882827,42.70000076293945,3.9000000953674316,85.91707611083984,0.25850069522857666
42,39001.0,55.6079264,12.9882904,42.70000076293945,3.9000000953674316,86.16448211669922,0.2798563539981842
43,40005.0,55.6079257,12.9882887,39.30000305175781,3.9000000953674316,,0.03183123096823692
44,41011.0,55.6079219,12.9882875,39.30000305175781,3.9000000953674316,188.48196411132812,0.29597213864326477
45,42018.0,55.6079191,12.9882974,39.30000305175781,3.9000000953674316,130.24034118652344,0.4630637764930725
46,43003.0,55.6079181,12.9883021,39.30000305175781,3.9000000953674316,121.06588745117188,0.376844197511673
47,44001.0,55.6079186,12.9883003,39.30000305175781,3.9000000953674316,,0.08442950248718262
48,44997.0,55.6079199,12.988299,39.20000076293945,3.9000000953674316,,0.03669443354010582
49,46004.0,55.6079192,12.9882966,39.20000076293945,3.9000000953674316,249.04037475585938,0.11244317144155502
50,47019.0,55.6079189,12.9882964,39.20000076293945,3.9000000953674316,,0.06171025335788727
51,48015.0,55.6079182,12.9882974,39.20000076293945,3.9000000953674316,,0.06025145575404167
52,49007.0,55.6079176,12.9882964,39.20000076293945,3.9000000953674316,,0.07146330177783966
53,50005.0,55.6079171,12.9882964,39.20000076293945,3.9000000953674316,,0.0327741838991642
54,51015.0,55.6079157,12.9882963,39.20000076293945,3.9000000953674316,183.48081970214844,0.11091385036706924
55,51997.0,55.6079165,12.9882975,39.20000076293945,3.9000000953674316,,0.0433465912938118
56,53023.0,55.6079157,12.9882985,39.20000076293945,3.9000000953674316,,0.06961314380168915
57,53999.0,55.6079163,12.9882948,39.20000076293945,3.9000000953674316,277.72064208984375,0.11164472252130508
58,54999.0,55.6079167,12.9882886,39.20000076293945,3.9000000953674316,277.91375732421875,0.2735564410686493
59,56004.0,55.6079193,12.9882819,39.20000076293945,3.9000000953674316,296.38336181640625,0.39961451292037964
60,57007.0,55.607923,12.9882768,39.20000076293945,3.9049999713897705,,0.0936046689748764
61,58005.0,55.6079229,12.9882653,39.20000076293945,3.9059998989105225,270.2928161621094,0.5711622834205627
