,ms,abs,alpha,beta,gamma
0,161.0,False,90.5,16.400000000000002,-2.0
1,189.0,False,90.5,16.3,-1.9000000000000001
2,255.0,False,90.4,16.2,-1.8
3,422.0,False,90.60000000000001,16.1,-1.8
4,489.0,False,90.60000000000001,16.0,-1.8
5,522.0,False,90.60000000000001,16.1,-1.8
6,573.0,False,90.60000000000001,16.1,-1.9000000000000001
7,590.0,False,90.60000000000001,16.1,-1.8
8,605.0,False,90.5,16.1,-1.8
9,655.0,False,90.4,16.0,-1.7000000000000002
10,755.0,False,90.5,15.8,-1.7000000000000002
11,839.0,False,90.5,15.5,-1.6
12,855.0,False,90.5,15.200000000000001,-1.6
13,873.0,False,90.60000000000001,15.100000000000001,-1.6
14,905.0,False,90.7,15.0,-1.6
15,938.0,False,90.9,15.0,-1.6
16,972.0,False,91.10000000000001,15.100000000000001,-1.6
17,988.0,False,91.2,15.5,-1.5
18,1005.0,False,91.30000000000001,15.9,-1.5
19,1022.0,False,91.30000000000001,16.1,-1.5
20,1038.0,False,91.2,16.400000000000002,-1.5
21,1055.0,False,91.10000000000001,16.6,-1.5
22,1072.0,False,90.9,16.7,-1.5
23,1090.0,False,90.7,16.7,-1.4000000000000001
24,1105.0,False,90.4,16.7,-1.4000000000000001
25,1122.0,False,90.0,16.7,-1.3
26,1138.0,False,89.80000000000001,16.7,-1.3
27,1155.0,False,89.30000000000001,16.6,-1.2000000000000002
28,1175.0,False,88.9,16.5,-1.0
29,1188.0,False,88.60000000000001,16.5,-0.9
30,1205.0,False,88.10000000000001,16.400000000000002,-0.7000000000000001
31,1222.0,False,87.60000000000001,16.3,-0.4
32,1238.0,False,87.30000000000001,16.2,-0.2
33,1255.0,False,86.80000000000001,16.2,0.1
34,1274.0,False,86.4,16.1,0.4
35,1289.0,False,86.2,16.1,0.6000000000000001
36,1305.0,False,85.9,16.2,0.9
37,1322.0,False,85.80000000000001,16.2,1.1
38,1339.0,False,85.7,16.3,1.3
39,1355.0,False,85.60000000000001,16.5,1.5
40,1374.0,False,85.60000000000001,16.6,1.6
41,1389.0,False,85.60000000000001,16.7,1.7000000000000002
42,1405.0,False,85.60000000000001,16.900000000000002,1.8
43,1422.0,False,85.60000000000001,17.0,2.0
44,1438.0,False,85.60000000000001,17.1,2.0
45,1455.0,False,85.7,17.2,2.1
46,1473.0,False,85.7,17.2,2.2
47,1489.0,False,85.7,17.3,2.2
48,1505.0,False,85.7,17.2,2.2
49,1522.0,False,85.60000000000001,17.1,2.3000000000000003
50,1538.0,False,85.5,17.1,2.4000000000000004
51,1555.0,False,85.30000000000001,17.0,2.6
52,1573.0,False,85.10000000000001,16.900000000000002,2.9000000000000004
53,1589.0,False,85.0,16.900000000000002,3.0
54,1605.0,False,84.80000000000001,16.900000000000002,3.2
55,1622.0,False,84.60000000000001,16.900000000000002,3.5
56,1638.0,False,84.4,17.0,3.6
57,1655.0,False,84.10000000000001,17.1,3.9000000000000004
58,1673.0,False,83.80000000000001,17.3,4.0
59,1689.0,False,83.7,17.400000000000002,4.0
60,1705.0,False,83.4,17.6,4.0
61,1722.0,False,83.10000000000001,17.7,3.9000000000000004
62,1738.0,False,83.0,17.7,3.8000000000000003
63,1755.0,False,82.7,17.7,3.5
64,1772.0,False,82.60000000000001,17.7,3.1
65,1788.0,False,82.5,17.7,2.8000000000000003
66,1805.0,False,82.4,17.900000000000002,2.2
67,1822.0,False,82.30000000000001,18.1,1.6
68,1838.0,False,82.0,18.3,1.3
69,1872.0,False,81.60000000000001,18.3,1.0
70,1888.0,False,81.4,18.0,1.0
71,1905.0,False,81.2,17.900000000000002,1.0
72,1922.0,False,81.0,17.6,1.1
73,1938.0,False,80.9,17.2,1.2000000000000002
74,1955.0,False,80.80000000000001,17.0,1.2000000000000002
75,1975.0,False,80.5,16.7,1.2000000000000002
76,1988.0,False,80.30000000000001,16.400000000000002,1.1
77,2005.0,False,80.2,16.2,1.1
78,2022.0,False,80.0,15.9,1.3
79,2039.0,False,80.0,15.5,1.4000000000000001
80,2056.0,False,80.10000000000001,15.4,1.6
81,2075.0,False,80.0,15.100000000000001,1.7000000000000002
82,2088.0,False,79.80000000000001,14.8,1.5
83,2105.0,False,79.7,14.700000000000001,1.3
84,2121.0,False,79.4,14.3,0.9
85,2139.0,False,79.10000000000001,13.8,0.5
86,2154.0,False,78.9,13.600000000000001,0.4
87,2175.0,False,78.5,13.100000000000001,0.2
88,2188.0,False,78.30000000000001,12.9,0.1
89,2204.0,False,77.9,12.5,-0.1
90,2222.0,False,77.60000000000001,12.200000000000001,-0.30000000000000004
91,2238.0,False,77.4,12.0,-0.5
92,2256.0,False,77.30000000000001,12.0,-0.7000000000000001
93,2280.0,False,77.2,11.9,-1.3
94,2288.0,False,77.2,11.9,-1.6
95,2304.0,False,77.2,11.9,-1.8
96,2322.0,False,77.30000000000001,12.0,-2.0
97,2338.0,False,77.5,12.100000000000001,-2.0
98,2356.0,False,77.7,12.100000000000001,-2.0
99,2374.0,False,78.2,12.100000000000001,-1.6
100,2391.0,False,79.0,12.100000000000001,-1.4000000000000001
101,2405.0,False,79.5,12.100000000000001,-1.4000000000000001
102,2421.0,False,80.80000000000001,12.0,-1.6
103,2439.0,False,82.2,12.0,-2.3000000000000003
104,2457.0,False,83.7,12.200000000000001,-3.1
105,2476.0,False,84.5,12.4,-3.4000000000000004
106,2488.0,False,86.2,12.9,-4.1000000000000005
107,2505.0,False,87.10000000000001,13.3,-4.3
108,2524.0,False,89.10000000000001,14.200000000000001,-4.6000000000000005
109,2538.0,False,91.0,15.200000000000001,-4.6000000000000005
110,2555.0,False,92.0,15.8,-4.6000000000000005
111,2579.0,False,94.5,17.0,-3.7
112,2590.0,False,95.2,17.2,-3.2
113,2605.0,False,96.60000000000001,17.400000000000002,-2.5
114,2621.0,False,97.30000000000001,17.400000000000002,-2.5
115,2639.0,False,98.7,17.3,-3.4000000000000004
116,2655.0,False,100.30000000000001,17.400000000000002,-4.9
117,2675.0,False,101.60000000000001,17.8,-6.7
118,2688.0,False,102.10000000000001,18.1,-7.5
119,2705.0,False,102.60000000000001,18.8,-8.5
120,2721.0,False,102.60000000000001,19.0,-8.5
121,2739.0,False,102.10000000000001,19.400000000000002,-7.800000000000001
122,2755.0,False,101.2,19.6,-6.4
123,2775.0,False,100.10000000000001,19.700000000000003,-5.0
124,2788.0,False,99.60000000000001,19.700000000000003,-4.4
125,2804.0,False,99.2,19.8,-4.0
126,2822.0,False,98.5,20.0,-3.4000000000000004
127,2838.0,False,98.2,20.1,-3.0
128,2855.0,False,98.10000000000001,20.1,-2.6
129,2880.0,False,98.10000000000001,19.8,-2.2
130,2889.0,False,98.2,19.6,-2.0
131,2904.0,False,98.30000000000001,19.3,-2.0
132,2923.0,False,98.4,19.200000000000003,-2.1
133,2938.0,False,98.7,19.1,-2.4000000000000004
134,2955.0,False,98.9,19.200000000000003,-2.6
135,2988.0,False,99.0,19.200000000000003,-2.3000000000000003
136,3005.0,False,98.9,18.900000000000002,-1.9000000000000001
137,3023.0,False,98.80000000000001,18.7,-1.7000000000000002
138,3038.0,False,98.60000000000001,18.3,-1.5
139,3056.0,False,98.30000000000001,18.0,-1.6
140,3072.0,False,98.2,17.8,-1.7000000000000002
141,3090.0,False,98.0,17.5,-2.0
142,3104.0,False,97.80000000000001,17.2,-2.0
143,3122.0,False,97.7,17.1,-2.0
144,3138.0,False,97.5,16.8,-1.9000000000000001
145,3157.0,False,97.30000000000001,16.7,-1.9000000000000001
146,3179.0,False,97.2,16.6,-2.0
147,3204.0,False,97.0,16.8,-2.1
148,3223.0,False,96.9,16.900000000000002,-2.1
149,3256.0,False,96.9,16.8,-2.0
150,3273.0,False,97.0,16.7,-2.1
151,3293.0,False,97.10000000000001,16.6,-2.2
152,3304.0,False,97.2,16.5,-2.3000000000000003
153,3322.0,False,97.4,16.1,-2.6
154,3338.0,False,97.60000000000001,15.9,-2.7
