,ms,distance
0,2242.0,1.0
1,3906.0,2.0
2,5211.0,3.0
3,6472.0,4.0
4,7731.0,5.0
5,9217.0,6.0
6,10702.0,7.0
7,11961.0,8.0
8,13086.0,9.0
9,14258.0,10.0
10,15561.0,11.0
11,16730.0,12.0
12,18018.0,13.0
13,19253.0,14.0
14,20422.0,15.0
15,21591.0,16.0
16,22717.0,17.0
17,23979.0,18.0
18,25057.0,19.0
19,26183.0,20.0
20,27351.0,21.0
21,28657.0,22.0
22,29736.0,23.0
23,30952.0,24.0
24,32031.0,25.0
25,33158.0,26.0
26,34376.0,27.0
27,35498.0,28.0
28,36621.0,29.0
29,37681.0,30.0
30,38781.0,31.0
31,39951.0,32.0
32,41076.0,33.0
33,42111.0,34.0
34,43100.0,35.0
35,44162.0,36.0
36,45440.0,37.0
37,46656.0,38.0
38,47874.0,39.0
39,48905.0,40.0
40,50122.0,41.0
41,51339.0,42.0
42,52350.0,43.0
43,53496.0,44.0
44,54620.0,45.0
45,55792.0,46.0
46,56962.0,47.0
47,58221.0,48.0
48,59397.0,49.0
49,60606.0,50.0
50,61824.0,51.0
51,63038.0,52.0
52,64251.0,53.0
53,65468.0,54.0
54,66683.0,55.0
55,67808.0,56.0
56,68887.0,57.0
57,69995.0,58.0
58,71090.0,59.0
59,72307.0,60.0
60,73342.0,61.0
61,74560.0,62.0
62,75637.0,63.0
63,76717.0,64.0
64,77750.0,65.0
65,78965.0,66.0
66,80002.0,67.0
67,81082.0,68.0
68,82139.0,69.0
69,83332.0,70.0
70,84412.0,71.0
71,85447.0,72.0
72,86596.0,73.0
73,87607.0,74.0
74,88642.0,75.0
75,89724.0,76.0
76,90758.0,77.0
77,91929.0,78.0
78,93120.0,79.0
79,94271.0,80.0
80,95393.0,81.0
81,96471.0,82.0
82,97551.0,83.0
83,98637.0,84.0
84,99756.0,85.0
85,100836.0,86.0
86,102007.0,87.0
87,103156.0,88.0
88,104237.0,89.0
89,105292.0,90.0
90,106514.0,91.0
91,107633.0,92.0
92,108760.0,93.0
93,109744.0,94.0
94,110781.0,95.0
95,111815.0,96.0
96,112761.0,97.0
97,113799.0,98.0
98,114921.0,99.0
99,116045.0,100.0
100,117170.0,101.0
101,118297.0,102.0
102,119245.0,103.0
103,120411.0,104.0
104,121491.0,105.0
105,122573.0,106.0
106,123651.0,107.0
107,124757.0,108.0
108,125882.0,109.0
109,126872.0,110.0
110,127880.0,111.0
111,128853.0,112.0
112,130000.0,113.0
113,130942.0,114.0
114,132051.0,115.0
115,133057.0,116.0
116,134273.0,117.0
117,135622.0,118.0
118,137062.0,119.0
119,138500.0,120.0
120,139878.0,121.0
121,141111.0,122.0
122,142101.0,123.0
123,143093.0,124.0
124,144173.0,125.0
125,145162.0,126.0
126,146247.0,127.0
127,147323.0,128.0
128,148608.0,129.0
129,149752.0,130.0
130,150903.0,131.0
131,151956.0,132.0
132,153021.0,133.0
133,154252.0,134.0
134,155402.0,135.0
135,156456.0,136.0
136,157671.0,137.0
137,158797.0,138.0
138,160012.0,139.0
139,161182.0,140.0
140,162312.0,141.0
141,163367.0,142.0
142,164512.0,143.0
143,165591.0,144.0
144,166584.0,145.0
145,167732.0,146.0
146,168835.0,147.0
147,169916.0,148.0
148,171015.0,149.0
149,172103.0,150.0
150,173286.0,151.0
151,174500.0,152.0
152,175611.0,153.0
153,176797.0,154.0
154,178059.0,155.0
155,179314.0,156.0
156,180421.0,157.0
157,181566.0,158.0
158,182737.0,159.0
159,183843.0,160.0
160,184898.0,161.0
161,186203.0,162.0
162,187307.0,163.0
163,188496.0,164.0
164,189530.0,165.0
165,190704.0,166.0
166,191716.0,167.0
167,192863.0,168.0
168,193987.0,169.0
169,195067.0,170.0
170,196240.0,171.0
171,197406.0,172.0
172,198532.0,173.0
173,199566.0,174.0
174,200647.0,175.0
175,201861.0,176.0
176,203033.0,177.0
177,204246.0,178.0
178,205326.0,179.0
179,206496.0,180.0
180,207577.0,181.0
181,208701.0,182.0
182,209826.0,183.0
183,211050.0,184.0
184,212210.0,185.0
185,213246.0,186.0
186,214372.0,187.0
187,215406.0,188.0
188,216492.0,189.0
189,217521.0,190.0
190,218670.0,191.0
191,219799.0,192.0
192,220988.0,193.0
193,222067.0,194.0
194,223172.0,195.0
195,224452.0,196.0
196,225622.0,197.0
197,226838.0,198.0
198,228008.0,199.0
199,229335.0,200.0
200,230596.0,201.0
201,231787.0,202.0
202,232911.0,203.0
203,234170.0,204.0
204,235302.0,205.0
205,236424.0,206.0
206,237548.0,207.0
207,238674.0,208.0
208,239840.0,209.0
209,241145.0,210.0
210,242275.0,211.0
211,243486.0,212.0
212,244724.0,213.0
213,246008.0,214.0
214,247088.0,215.0
215,248301.0,216.0
216,249380.0,217.0
217,250417.0,218.0
218,251586.0,219.0
219,252846.0,220.0
220,254016.0,221.0
221,255140.0,222.0
222,256266.0,223.0
223,257463.0,224.0
224,258652.0,225.0
225,259800.0,226.0
226,261128.0,227.0
227,262207.0,228.0
228,263378.0,229.0
229,264457.0,230.0
230,265580.0,231.0
231,266644.0,232.0
232,267746.0,233.0
233,268847.0,234.0
234,269947.0,235.0
235,271072.0,236.0
236,272157.0,237.0
237,273282.0,238.0
238,274267.0,239.0
239,275396.0,240.0
240,276470.0,241.0
241,277686.0,242.0
242,278775.0,243.0
243,279891.0,244.0
244,281042.0,245.0
245,282233.0,246.0
246,283292.0,247.0
247,284419.0,248.0
248,285588.0,249.0
249,286688.0,250.0
250,287860.0,251.0
251,288964.0,252.0
252,290107.0,253.0
253,291143.0,254.0
254,292199.0,255.0
255,293301.0,256.0
256,294340.0,257.0
257,295417.0,258.0
258,296476.0,259.0
259,297535.0,260.0
260,298546.0,261.0
261,299647.0,262.0
262,300617.0,263.0
263,301651.0,264.0
264,302750.0,265.0
265,303790.0,266.0
266,304733.0,267.0
267,305721.0,268.0
268,306848.0,269.0
269,307905.0,270.0
270,308941.0,271.0
271,309997.0,272.0
272,311055.0,273.0
273,312155.0,274.0
274,313216.0,275.0
275,314340.0,276.0
276,315353.0,277.0
277,316430.0,278.0
278,317468.0,279.0
279,318637.0,280.0
280,319606.0,281.0
281,320660.0,282.0
282,321697.0,283.0
283,322711.0,284.0
284,323858.0,285.0
285,324914.0,286.0
286,325975.0,287.0
287,326962.0,288.0
288,327996.0,289.0
289,329145.0,290.0
290,330221.0,291.0
291,331150.0,292.0
292,332138.0,293.0
293,333216.0,294.0
294,334366.0,295.0
295,335465.0,296.0
296,336481.0,297.0
297,337491.0,298.0
298,338527.0,299.0
299,339606.0,300.0
300,340597.0,301.0
301,341676.0,302.0
302,342713.0,303.0
303,343730.0,304.0
304,344760.0,305.0
