,ms,steps,floorsUp,floorsDown,distance,startDate,endDate
0,11362.0,1,,,6.080000000016298,-37.0,10963.0
1,13916.0,5,,,9.119999999995343,-37.0,12963.0
2,19037.0,9,,,12.159999999974389,-37.0,15963.0
3,21598.0,13,,,15.199999999953434,-37.0,18963.0
4,24158.0,17,,,18.23999999993248,-37.0,20963.0
5,26717.0,22,,,22.16448198328726,-37.0,23963.0
6,29280.0,25,,,24.063069620693568,-37.0,25963.0
7,31839.0,29,,,24.13740062213037,-37.0,28963.0
8,34398.0,33,,,29.357580534066074,-37.0,30963.0
9,36961.0,38,,,33.598317915573716,-37.0,33963.0
10,39519.0,43,,,37.52400258311536,-37.0,35963.0
11,42080.0,47,,,39.83618758094963,-37.0,38963.0
12,44640.0,51,,,42.55206251045456,-37.0,41963.0
13,47200.0,55,,,45.16458230174612,-37.0,43963.0
14,49761.0,60,,,45.26536081545055,-37.0,46963.0
15,52322.0,64,,,48.142907715635374,-37.0,48963.0
16,54881.0,68,,,51.23119475139538,-37.0,51963.0
17,57441.0,73,,,55.24169018823886,-37.0,53963.0
18,60003.0,77,,,58.57014666922623,-37.0,56963.0
19,62564.0,81,,,61.62440889922436,-37.0,59963.0
20,65124.0,86,,,64.45322855084669,-37.0,61963.0
21,67686.0,90,,,64.47217377444031,-37.0,64963.0
22,70245.0,94,,,67.79285564745078,-37.0,66963.0
23,72807.0,99,,,71.59433344181161,-37.0,69963.0
24,75365.0,103,,,74.88622190157184,-37.0,71963.0
25,77927.0,108,,,79.02406225248706,-37.0,74963.0
26,80488.0,112,,,81.97171914379578,-37.0,76963.0
27,83048.0,116,,,84.42438541614683,-37.0,79963.0
28,85609.0,119,,,84.70022367633646,-37.0,82963.0
29,88167.0,124,,,88.42239982745377,-37.0,84963.0
30,90729.0,128,,,92.30753778561484,-37.0,87963.0
31,93290.0,131,,,94.8282862243941,-37.0,89963.0
32,95847.0,137,,,99.34297580487328,-37.0,92963.0
33,98408.0,141,,,102.75138300540857,-37.0,94963.0
34,100971.0,145,,,105.83415473013883,-37.0,97963.0
35,103530.0,149,,,106.47256674658274,-37.0,99963.0
36,106089.0,153,,,107.597342039051,-37.0,102963.0
37,108650.0,157,,,111.10123436356662,-37.0,105963.0
38,111213.0,161,,,114.37107253877912,-37.0,107963.0
39,113770.0,166,,,118.67935990297701,-37.0,110963.0
