,ms,distance
0,2426.0,1.0
1,3909.0,2.0
2,5080.0,3.0
3,6409.0,4.0
4,7779.0,5.0
5,8951.0,6.0
6,10164.0,7.0
7,11423.0,8.0
8,12460.0,9.0
9,13726.0,10.0
10,14980.0,11.0
11,16238.0,12.0
12,17547.0,13.0
13,18784.0,14.0
14,20043.0,15.0
15,21235.0,16.0
16,22452.0,17.0
17,23622.0,18.0
18,24926.0,19.0
19,26073.0,20.0
20,27264.0,21.0
21,28436.0,22.0
22,29583.0,23.0
23,30687.0,24.0
24,31810.0,25.0
25,32888.0,26.0
26,34106.0,27.0
27,35298.0,28.0
28,36490.0,29.0
29,37659.0,30.0
30,38828.0,31.0
31,39843.0,32.0
32,40945.0,33.0
33,42025.0,34.0
34,43102.0,35.0
35,44209.0,36.0
36,45311.0,37.0
37,46479.0,38.0
38,47605.0,39.0
39,48640.0,40.0
40,49766.0,41.0
41,50935.0,42.0
42,52013.0,43.0
43,53093.0,44.0
44,54132.0,45.0
45,55298.0,46.0
46,56334.0,47.0
47,57416.0,48.0
48,58494.0,49.0
49,59620.0,50.0
50,60701.0,51.0
51,61757.0,52.0
52,62858.0,53.0
53,64030.0,54.0
54,65155.0,55.0
55,66367.0,56.0
56,67451.0,57.0
57,68531.0,58.0
58,69678.0,59.0
59,70869.0,60.0
60,71904.0,61.0
61,73076.0,62.0
62,74202.0,63.0
63,75324.0,64.0
64,76449.0,65.0
65,77621.0,66.0
66,78836.0,67.0
67,79941.0,68.0
68,81083.0,69.0
69,82253.0,70.0
70,83424.0,71.0
71,84505.0,72.0
72,85629.0,73.0
73,86734.0,74.0
74,87923.0,75.0
75,88938.0,76.0
76,90064.0,77.0
77,91163.0,78.0
78,92199.0,79.0
79,93324.0,80.0
80,94404.0,81.0
81,95531.0,82.0
82,96655.0,83.0
83,97782.0,84.0
84,98902.0,85.0
85,99940.0,86.0
86,101064.0,87.0
87,102101.0,88.0
88,103179.0,89.0
89,104304.0,90.0
90,105454.0,91.0
91,106512.0,92.0
92,107589.0,93.0
93,108669.0,94.0
94,109750.0,95.0
95,110832.0,96.0
96,111956.0,97.0
97,112989.0,98.0
98,114161.0,99.0
99,115194.0,100.0
100,116320.0,101.0
101,117398.0,102.0
102,118390.0,103.0
103,119315.0,104.0
104,120215.0,105.0
105,121045.0,106.0
106,121855.0,107.0
107,122665.0,108.0
108,123563.0,109.0
109,124356.0,110.0
110,125188.0,111.0
111,126063.0,112.0
112,126940.0,113.0
113,127795.0,114.0
114,128641.0,115.0
115,129486.0,116.0
116,130404.0,117.0
117,131241.0,118.0
118,132113.0,119.0
119,132969.0,120.0
120,133805.0,121.0
121,134658.0,122.0
122,135514.0,123.0
123,136435.0,124.0
124,137269.0,125.0
125,138171.0,126.0
126,139044.0,127.0
127,139882.0,128.0
128,140801.0,129.0
129,141700.0,130.0
130,142493.0,131.0
131,143300.0,132.0
132,144109.0,133.0
133,145007.0,134.0
134,145864.0,135.0
135,146765.0,136.0
136,147618.0,137.0
137,148522.0,138.0
138,149327.0,139.0
139,150159.0,140.0
140,150948.0,141.0
141,151824.0,142.0
142,152679.0,143.0
143,153558.0,144.0
144,154457.0,145.0
145,155379.0,146.0
146,156280.0,147.0
147,157159.0,148.0
148,158079.0,149.0
149,158914.0,150.0
150,159815.0,151.0
151,160690.0,152.0
152,161568.0,153.0
153,162422.0,154.0
154,163301.0,155.0
155,164134.0,156.0
156,165090.0,157.0
157,165933.0,158.0
158,166833.0,159.0
159,167756.0,160.0
160,168589.0,161.0
161,169511.0,162.0
162,170344.0,163.0
163,171153.0,164.0
164,172007.0,165.0
165,172930.0,166.0
166,173831.0,167.0
167,174686.0,168.0
168,175527.0,169.0
169,176420.0,170.0
170,177294.0,171.0
171,178152.0,172.0
172,178983.0,173.0
173,179838.0,174.0
174,180759.0,175.0
175,181594.0,176.0
176,182514.0,177.0
177,183369.0,178.0
178,184297.0,179.0
179,185149.0,180.0
180,186005.0,181.0
181,186834.0,182.0
182,187689.0,183.0
183,188524.0,184.0
184,189378.0,185.0
185,190189.0,186.0
186,191024.0,187.0
187,191876.0,188.0
188,192729.0,189.0
189,193540.0,190.0
190,194445.0,191.0
191,195365.0,192.0
192,196221.0,193.0
193,197141.0,194.0
194,197995.0,195.0
195,198782.0,196.0
196,199705.0,197.0
197,200562.0,198.0
198,201458.0,199.0
199,202360.0,200.0
200,203149.0,201.0
201,203936.0,202.0
202,204655.0,203.0
203,205399.0,204.0
204,206074.0,205.0
205,206794.0,206.0
206,207489.0,207.0
207,208347.0,208.0
208,208935.0,209.0
209,209629.0,210.0
210,210324.0,211.0
211,210999.0,212.0
212,211674.0,213.0
213,212351.0,214.0
214,212980.0,215.0
215,213699.0,216.0
216,214376.0,217.0
217,215004.0,218.0
218,215638.0,219.0
219,216308.0,220.0
220,217008.0,221.0
221,217658.0,222.0
222,218385.0,223.0
223,219100.0,224.0
224,219864.0,225.0
225,220494.0,226.0
226,221168.0,227.0
227,221890.0,228.0
228,222564.0,229.0
229,223285.0,230.0
230,223958.0,231.0
231,224678.0,232.0
232,225357.0,233.0
233,226074.0,234.0
234,226752.0,235.0
235,227516.0,236.0
236,228144.0,237.0
237,228819.0,238.0
238,229448.0,239.0
239,230125.0,240.0
240,230845.0,241.0
241,231520.0,242.0
242,232193.0,243.0
243,232916.0,244.0
244,233590.0,245.0
245,234264.0,246.0
246,234942.0,247.0
247,235613.0,248.0
248,236288.0,249.0
249,236966.0,250.0
250,237645.0,251.0
251,238314.0,252.0
252,238990.0,253.0
253,239664.0,254.0
254,240338.0,255.0
255,241016.0,256.0
256,241691.0,257.0
257,242365.0,258.0
258,243038.0,259.0
259,243713.0,260.0
260,244390.0,261.0
261,245076.0,262.0
262,245695.0,263.0
263,246325.0,264.0
264,246999.0,265.0
265,247720.0,266.0
266,248396.0,267.0
267,249115.0,268.0
268,249747.0,269.0
269,250421.0,270.0
270,251095.0,271.0
271,251817.0,272.0
272,252492.0,273.0
273,253164.0,274.0
274,253843.0,275.0
275,254517.0,276.0
276,255190.0,277.0
277,255865.0,278.0
278,256586.0,279.0
279,257258.0,280.0
280,257979.0,281.0
281,258745.0,282.0
282,259420.0,283.0
283,260094.0,284.0
284,260815.0,285.0
285,261447.0,286.0
286,262119.0,287.0
287,262796.0,288.0
288,263426.0,289.0
289,264101.0,290.0
290,264729.0,291.0
291,265448.0,292.0
292,266102.0,293.0
293,266824.0,294.0
294,267563.0,295.0
295,268283.0,296.0
296,268916.0,297.0
297,269591.0,298.0
298,270287.0,299.0
299,270989.0,300.0
300,271753.0,301.0
301,272426.0,302.0
302,273143.0,303.0
303,273820.0,304.0
304,274584.0,305.0
305,275304.0,306.0
306,276003.0,307.0
307,276925.0,308.0
308,277893.0,309.0
309,278994.0,310.0
310,280053.0,311.0
311,281155.0,312.0
312,282234.0,313.0
313,283410.0,314.0
314,284484.0,315.0
315,285475.0,316.0
316,286510.0,317.0
317,287546.0,318.0
318,288670.0,319.0
