,ms,accelX,accelY,accelZ,accelWithGX,accelWithGY,accelWithGZ,rotRateAlpha,rotRateBeta,rotRateGamma,interval
0,126.0,0.0,0.0,0.30000000000000004,0.30000000000000004,5.5,8.4,-6.500000000000001,-3.9,1.0,16
1,140.0,0.0,-0.1,0.30000000000000004,0.30000000000000004,5.4,8.5,-5.7,-1.1,1.6,16
2,151.0,-0.1,-0.1,0.30000000000000004,0.2,5.4,8.6,-2.3,0.4,2.6,16
3,169.0,-0.1,0.0,0.30000000000000004,0.30000000000000004,5.5,8.6,-2.3,0.4,2.6,16
4,184.0,0.0,0.0,0.2,0.30000000000000004,5.4,8.5,8.5,0.8,3.4,16
5,200.0,0.1,-0.1,0.1,0.4,5.5,8.4,12.9,2.5,2.6,16
6,217.0,0.1,0.0,-0.1,0.4,5.6000000000000005,8.0,12.9,2.5,2.6,16
7,233.0,0.0,0.0,-0.4,0.2,5.6000000000000005,7.9,9.2,3.7000000000000006,0.5,16
8,250.0,-0.1,0.1,-0.30000000000000004,0.2,5.7,7.9,2.5,1.2000000000000002,2.0,16
9,267.0,-0.1,0.1,-0.2,0.30000000000000004,5.7,8.0,-3.0,-2.0,2.9,16
10,283.0,0.2,0.1,-0.1,0.5,5.7,8.1,-5.9,-1.4,2.7,16
11,301.0,0.2,0.0,-0.1,0.5,5.5,8.1,-4.7,2.5,2.0,16
12,318.0,0.2,-0.1,0.0,0.5,5.5,8.200000000000001,-0.5,4.2,0.9000000000000001,16
13,333.0,0.1,0.0,-0.2,0.4,5.6000000000000005,7.9,2.5,1.3,-1.0,16
14,350.0,-0.1,0.0,-0.2,0.2,5.6000000000000005,8.0,3.1,-1.4,-2.1,16
15,367.0,-0.1,0.0,0.0,0.2,5.5,8.1,2.2,-4.800000000000001,-1.2000000000000002,16
16,383.0,-0.1,-0.1,0.1,0.30000000000000004,5.4,8.3,3.0,-3.6000000000000005,1.4,16
17,401.0,0.0,-0.1,0.0,0.4,5.5,8.200000000000001,4.800000000000001,0.4,2.3,16
18,417.0,0.1,0.0,0.0,0.4,5.6000000000000005,8.3,5.9,3.6000000000000005,2.0,16
19,434.0,0.0,0.1,0.2,0.4,5.7,8.3,6.4,0.7,1.7,16
