,ms,latitude,longitude,altitude,confInterval,heading,speed
0,-1.0,51.752,-1.2577,148.89999389648438,13.673999786376953,,
1,320.0,51.75067983363223,-1.2616551031385685,145.2509912644029,9.821999549865723,,0.029200157150626183
2,3090.0,51.75068103363175,-1.261644309722613,145.51751719062247,9.833999633789062,334.0,1.9186489582061768
3,4105.0,51.7506922336317,-1.261641311552179,145.51751719062247,7.296999931335449,338.62481689453125,1.5994058847427368
4,5116.0,51.75070563363171,-1.2616422110032652,145.20557873999732,7.215000152587891,341.4272766113281,1.4480178356170654
5,5737.0,51.75071423363164,-1.2616467082591734,146.1999969482422,11.388999938964844,341.5385437011719,1.444191336631775
6,6139.0,51.75071713363155,-1.261651505332747,144.13499028409575,11.12399959564209,335.4234924316406,1.4642800092697144
7,7141.0,51.75071573362925,-1.2616747911296033,146.1999969482422,10.52299976348877,315.3797607421875,1.4129745960235596
8,8166.0,51.75072043362791,-1.2616925802767285,148.89999389648438,10.812000274658203,311.214599609375,1.371385931968689
9,9168.0,51.75071673362787,-1.2616952786310078,146.1999969482422,12.253000259399414,299.5712585449219,0.3640804886817932
10,10147.0,51.750720333627854,-1.261696577838414,146.1999969482422,14.493000030517578,357.4801330566406,0.9119436740875244
11,10862.0,51.75073753362713,-1.2617096698475578,145.79998779296875,10.407999992370605,357.6349792480469,1.8975015878677368
12,11953.0,51.750764233624984,-1.261732156118062,145.79998779296875,9.519000053405762,353.408203125,2.1060149669647217
13,12707.0,51.75077613362472,-1.2617400513000687,145.79998779296875,9.64900016784668,351.68121337890625,1.9398084878921509
14,12830.0,51.75078073362459,-1.261745847763744,145.79998779296875,9.550000190734863,350.093994140625,2.01322603225708
15,13712.0,51.75079563362423,-1.2617548422742895,145.79998779296875,9.633000373840332,348.0480651855469,2.0699563026428223
16,14612.0,51.75081343362358,-1.2617673346492402,145.79998779296875,8.312000274658203,346.3866882324219,2.130272626876831
17,15539.0,51.75082653362205,-1.2617862231221253,145.79998779296875,7.7220001220703125,329.5838623046875,1.6705347299575806
18,16433.0,51.75082903362035,-1.2618063108678435,146.39999389648438,7.553999900817871,311.9488525390625,1.4526143074035645
19,16715.0,51.75082903362028,-1.2618105083074798,146.39999389648438,7.526000022888184,307.5599670410156,1.4294332265853882
20,17351.0,51.75083393361911,-1.2618270981861448,146.39999389648438,7.511000156402588,300.9153137207031,1.4363518953323364
21,18247.0,51.750836733618044,-1.2618429884923514,146.39999389648438,7.310999870300293,295.48089599609375,1.3146626949310303
22,18727.0,51.75083803361787,-1.2618490847735513,146.39999389648438,7.261000156402588,295.6071472167969,1.2599196434020996
23,19151.0,51.7508418336172,-1.2618616770913966,146.39999389648438,6.991000175476074,296.9016418457031,1.3046438694000244
