,Unnamed: 0,ms,distance
302,302,200159.0,301.0
303,303,200789.0,302.0
304,304,201375.0,303.0
305,305,202094.0,304.0
306,306,202680.0,305.0
307,307,203354.0,306.0
308,308,203939.0,307.0
309,309,204660.0,308.0
310,310,205335.0,309.0
311,311,205919.0,310.0
312,312,206549.0,311.0
313,313,207225.0,312.0
314,314,207855.0,313.0
315,315,208529.0,314.0
316,316,209202.0,315.0
317,317,210015.0,316.0
318,318,210644.0,317.0
319,319,211319.0,318.0
320,320,211908.0,319.0
321,321,212493.0,320.0
322,322,213208.0,321.0
323,323,213885.0,322.0
324,324,214472.0,323.0
325,325,215099.0,324.0
326,326,215777.0,325.0
327,327,216445.0,326.0
328,328,217166.0,327.0
329,329,217667.0,328.0
330,330,218296.0,329.0
331,331,219104.0,330.0
332,332,219734.0,331.0
333,333,220319.0,332.0
334,334,220904.0,333.0
335,335,221535.0,334.0
336,336,222209.0,335.0
337,337,222794.0,336.0
338,338,223425.0,337.0
339,339,224054.0,338.0
340,340,224684.0,339.0
341,341,225269.0,340.0
342,342,225944.0,341.0
343,343,226619.0,342.0
344,344,227205.0,343.0
345,345,227969.0,344.0
346,346,228687.0,345.0
347,347,229277.0,346.0
348,348,229995.0,347.0
349,349,230715.0,348.0
350,350,231269.0,349.0
351,351,231949.0,350.0
352,352,232563.0,351.0
353,353,233280.0,352.0
354,354,233817.0,353.0
355,355,234479.0,354.0
356,356,235171.0,355.0
357,357,235935.0,356.0
358,358,236613.0,357.0
359,359,237289.0,358.0
360,360,237980.0,359.0
361,361,238635.0,360.0
362,362,239355.0,361.0
363,363,239984.0,362.0
364,364,240705.0,363.0
365,365,241333.0,364.0
366,366,241964.0,365.0
367,367,242592.0,366.0
368,368,243221.0,367.0
369,369,243851.0,368.0
370,370,244480.0,369.0
371,371,245065.0,370.0
372,372,245694.0,371.0
373,373,246325.0,372.0
374,374,247004.0,373.0
375,375,247633.0,374.0
376,376,248219.0,375.0
377,377,248849.0,376.0
378,378,249524.0,377.0
379,379,250383.0,378.0
380,380,250784.0,379.0
381,381,251460.0,380.0
382,382,252134.0,381.0
383,383,252720.0,382.0
384,384,253263.0,383.0
385,385,253955.0,384.0
386,386,254564.0,385.0
387,387,255150.0,386.0
388,388,255870.0,387.0
389,389,256545.0,388.0
390,390,257220.0,389.0
391,391,257890.0,390.0
392,392,258524.0,391.0
393,393,259150.0,392.0
394,394,259784.0,393.0
395,395,260504.0,394.0
396,396,261045.0,395.0
397,397,261678.0,396.0
398,398,262304.0,397.0
399,399,262848.0,398.0
400,400,263564.0,399.0
401,401,264193.0,400.0
402,402,264824.0,401.0
403,403,265501.0,402.0
404,404,266217.0,403.0
405,405,266939.0,404.0
406,406,267796.0,405.0
407,407,268871.0,406.0
408,408,273869.0,406.0
409,409,278909.0,406.0
410,410,280169.0,407.0
411,411,281204.0,408.0
412,412,282063.0,409.0
413,413,282825.0,410.0
414,414,283364.0,411.0
415,415,284014.0,412.0
416,416,284668.0,413.0
417,417,285213.0,414.0
418,418,285884.0,415.0
419,419,286427.0,416.0
420,420,287099.0,417.0
421,421,287773.0,418.0
422,422,288408.0,419.0
423,423,289083.0,420.0
424,424,289756.0,421.0
425,425,290389.0,422.0
426,426,291015.0,423.0
427,427,291648.0,424.0
428,428,292319.0,425.0
429,429,292995.0,426.0
430,430,293579.0,427.0
431,431,294255.0,428.0
432,432,295064.0,429.0
433,433,295513.0,430.0
434,434,296208.0,431.0
435,435,296863.0,432.0
436,436,297765.0,433.0
437,437,298079.0,434.0
438,438,298623.0,435.0
439,439,299206.0,436.0
440,440,299839.0,437.0
441,441,300553.0,438.0
442,442,301250.0,439.0
443,443,301908.0,440.0
444,444,302357.0,441.0
445,445,302945.0,442.0
446,446,303615.0,443.0
447,447,304201.0,444.0
448,448,304828.0,445.0
449,449,305414.0,446.0
450,450,306134.0,447.0
451,451,306673.0,448.0
452,452,307214.0,449.0
453,453,307844.0,450.0
454,454,308429.0,451.0
455,455,308989.0,452.0
456,456,309594.0,453.0
457,457,310315.0,454.0
458,458,310700.0,455.0
459,459,311260.0,456.0
460,460,311904.0,457.0
461,461,312565.0,458.0
462,462,313060.0,459.0
463,463,313607.0,460.0
464,464,314328.0,461.0
465,465,315001.0,462.0
466,466,315629.0,463.0
467,467,316259.0,464.0
468,468,316934.0,465.0
469,469,317564.0,466.0
470,470,318193.0,467.0
471,471,319319.0,468.0
472,472,320039.0,469.0
473,473,320758.0,470.0
474,474,321389.0,471.0
475,475,322098.0,472.0
476,476,322693.0,473.0
477,477,323369.0,474.0
478,478,324089.0,475.0
479,479,324717.0,476.0
480,480,325394.0,477.0
481,481,326068.0,478.0
482,482,326968.0,479.0
483,483,327468.0,480.0
484,484,328228.0,481.0
485,485,328949.0,482.0
486,486,329579.0,483.0
487,487,330208.0,484.0
488,488,330838.0,485.0
489,489,331559.0,486.0
490,490,332189.0,487.0
491,491,332864.0,488.0
492,492,333493.0,489.0
493,493,334123.0,490.0
494,494,334709.0,491.0
495,495,335431.0,492.0
496,496,336148.0,493.0
497,497,336779.0,494.0
498,498,337451.0,495.0
499,499,338175.0,496.0
500,500,339029.0,497.0
501,501,339572.0,498.0
502,502,340334.0,499.0
503,503,340787.0,500.0
504,504,341372.0,501.0
505,505,342044.0,502.0
506,506,342677.0,503.0
507,507,343257.0,504.0
508,508,343935.0,505.0
509,509,344563.0,506.0
510,510,345104.0,507.0
511,511,345733.0,508.0
512,512,346363.0,509.0
513,513,347038.0,510.0
514,514,347759.0,511.0
515,515,348479.0,512.0
516,516,349288.0,513.0
517,517,350054.0,514.0
518,518,350728.0,515.0
519,519,351404.0,516.0
520,520,352124.0,517.0
521,521,352888.0,518.0
522,522,353522.0,519.0
523,523,358559.0,519.0
524,524,363597.0,519.0
525,525,368595.0,519.0
526,526,373548.0,519.0
