,ms,abs,alpha,beta,gamma
0,162.0,False,0.0,0.0,0.0
1,196.0,False,89.4,13.200000000000001,2.9000000000000004
2,215.0,False,89.5,13.4,2.1
3,230.0,False,89.7,13.9,1.2000000000000002
4,245.0,False,89.80000000000001,14.200000000000001,0.7000000000000001
5,264.0,False,89.9,14.8,-0.1
6,279.0,False,90.2,15.0,-1.2000000000000002
7,312.0,False,90.0,15.0,-0.9
8,328.0,False,90.0,15.4,-0.7000000000000001
9,345.0,False,90.0,15.4,-0.5
10,362.0,False,90.0,15.3,0.2
11,379.0,False,90.0,15.200000000000001,0.30000000000000004
12,395.0,False,90.0,15.100000000000001,0.2
13,412.0,False,90.10000000000001,15.0,-0.2
14,428.0,False,90.10000000000001,15.0,-0.4
15,445.0,False,90.0,15.100000000000001,-0.9
16,462.0,False,90.0,15.200000000000001,-1.1
17,495.0,False,90.0,15.4,-1.1
18,512.0,False,90.0,15.5,-1.0
19,528.0,False,90.0,15.5,-0.8
20,578.0,False,89.9,15.3,-0.9
21,612.0,False,89.9,15.3,-1.2000000000000002
22,645.0,False,89.7,15.200000000000001,-1.4000000000000001
23,681.0,False,89.5,15.4,-1.4000000000000001
24,695.0,False,89.5,15.4,-1.3
25,729.0,False,89.30000000000001,15.100000000000001,-1.0
26,745.0,False,89.30000000000001,15.0,-0.9
27,762.0,False,89.10000000000001,15.0,-0.9
28,780.0,False,89.0,15.0,-1.1
29,798.0,False,88.80000000000001,15.0,-1.3
30,812.0,False,88.7,14.9,-1.5
31,829.0,False,88.5,14.9,-1.7000000000000002
32,862.0,False,88.0,15.0,-1.7000000000000002
33,886.0,False,87.7,15.200000000000001,-1.7000000000000002
34,896.0,False,87.4,15.200000000000001,-1.8
35,913.0,False,87.2,15.200000000000001,-2.0
36,929.0,False,86.80000000000001,15.200000000000001,-2.3000000000000003
37,945.0,False,86.60000000000001,15.200000000000001,-2.5
38,962.0,False,86.10000000000001,15.100000000000001,-2.7
39,987.0,False,85.2,15.200000000000001,-2.7
40,1012.0,False,84.60000000000001,15.4,-2.5
41,1028.0,False,84.0,15.4,-2.1
42,1045.0,False,83.60000000000001,15.4,-2.0
43,1062.0,False,83.0,15.4,-1.8
44,1081.0,False,82.30000000000001,15.200000000000001,-1.8
45,1107.0,False,81.30000000000001,15.0,-2.9000000000000004
46,1128.0,False,80.5,14.9,-3.1
47,1148.0,False,79.7,14.700000000000001,-2.8000000000000003
48,1162.0,False,79.2,14.8,-2.6
49,1178.0,False,78.4,15.200000000000001,-2.1
