,ms,steps,floorsUp,floorsDown,distance,startDate,endDate
0,13558.0,1,,,11.252068229950964,-475.0,12525.0
1,16096.0,5,,,13.784585011191666,-475.0,15525.0
2,21208.0,11,,,17.58336018305272,-475.0,18525.0
3,23765.0,17,,,21.38213535491377,-475.0,20525.0
4,26324.0,21,,,23.946709310635924,-475.0,23525.0
5,28882.0,27,,,27.745484482496977,-475.0,25525.0
6,31435.0,31,,,30.27800126373768,-475.0,28525.0
7,33998.0,37,,,34.07677643559873,-475.0,30525.0
8,36560.0,43,,,37.875551607459784,-475.0,33525.0
9,39114.0,47,,,40.376011214219034,-475.0,36525.0
10,41678.0,53,,,44.07861486263573,-475.0,38525.0
11,44228.0,57,,,46.51496012043208,-475.0,41525.0
12,46792.0,63,,,50.26564953010529,-475.0,43525.0
13,49350.0,67,,,52.56632759049535,-475.0,46525.0
14,51908.0,71,,,55.948263575322926,-475.0,48525.0
15,54466.0,77,,,59.82991354726255,-475.0,51525.0
16,57024.0,81,,,63.316627469845116,-475.0,53525.0
17,59586.0,87,,,67.9260373217985,-475.0,56525.0
18,62144.0,93,,,72.57180273998529,-475.0,59525.0
19,64695.0,97,,,75.28316207975149,-475.0,61525.0
20,67260.0,103,,,78.76535987760872,-475.0,64525.0
21,69822.0,109,,,81.38161012809724,-475.0,66525.0
22,72375.0,113,,,85.12206901237369,-475.0,69525.0
23,74934.0,119,,,87.13290205877274,-475.0,71525.0
24,77491.0,123,,,91.25564075447619,-475.0,74525.0
25,80050.0,129,,,93.99196040257812,-475.0,76525.0
26,82608.0,133,,,97.37845661304891,-475.0,79525.0
27,85168.0,139,,,101.63024960737675,-475.0,82525.0
28,87721.0,145,,,106.10625467635691,-475.0,84525.0
29,90283.0,149,,,108.52615456283092,-475.0,87525.0
30,92840.0,155,,,113.28102863673121,-475.0,89525.0
31,95400.0,161,,,117.93136506807059,-475.0,92525.0
32,97958.0,165,,,118.78885535523295,-475.0,94525.0
33,100519.0,171,,,120.82033452019095,-475.0,97525.0
34,103075.0,175,,,123.43497312441468,-475.0,99525.0
35,105634.0,181,,,127.42515820078552,-475.0,102525.0
36,108194.0,185,,,130.5668317284435,-475.0,105525.0
37,110752.0,191,,,133.19008828513324,-475.0,107525.0
38,113312.0,195,,,133.33373316004872,-475.0,110525.0
39,115870.0,201,,,137.0888183573261,-475.0,112525.0
40,118426.0,205,,,139.6750640142709,-475.0,115525.0
41,120992.0,211,,,144.07665606588125,-475.0,117525.0
42,123547.0,217,,,149.11043567303568,-475.0,120525.0
43,126097.0,221,,,153.43641788326204,-475.0,123525.0
44,128664.0,225,,,157.358313690871,-475.0,125525.0
45,131222.0,231,,,162.32292426377535,-475.0,128525.0
46,133776.0,236,,,166.54102044925094,-475.0,130525.0
47,136339.0,241,,,170.23710683640093,-475.0,133525.0
48,138900.0,246,,,174.35500600002706,-475.0,135525.0
49,141455.0,250,,,177.62579688522965,-475.0,138525.0
50,144012.0,254,,,181.3130002366379,-475.0,140525.0
51,146569.0,260,,,184.32041698880494,-475.0,143525.0
52,149127.0,264,,,184.54682618938386,-475.0,146525.0
53,151689.0,270,,,188.96954526379704,-475.0,148525.0
54,154246.0,276,,,193.7193430326879,-475.0,151525.0
55,156801.0,280,,,197.0380873279646,-475.0,153525.0
56,159362.0,286,,,202.21444253996015,-475.0,156525.0
57,161923.0,290,,,205.75355450902134,-475.0,158525.0
58,164479.0,296,,,210.38405122235417,-475.0,161525.0
59,167030.0,301,,,214.23003630246967,-475.0,163525.0
60,169596.0,306,,,218.97474666312337,-475.0,166525.0
61,172154.0,312,,,224.9420510334894,-475.0,169525.0
62,174705.0,316,,,228.3962922692299,-475.0,171525.0
63,177269.0,321,,,234.97899395693094,-475.0,174525.0
64,179827.0,326,,,241.00097500067204,-475.0,176525.0
65,182387.0,332,,,247.09636477660388,-475.0,179525.0
66,184945.0,337,,,252.04414512775838,-475.0,181525.0
67,187505.0,342,,,256.4247959079221,-475.0,184525.0
68,190064.0,347,,,259.503250580281,-475.0,186525.0
69,192619.0,352,,,260.5798799060285,-475.0,189525.0
70,195177.0,355,,,261.61078431271017,-475.0,192525.0
71,197734.0,360,,,265.541570126079,-475.0,194525.0
72,200294.0,364,,,270.4114422611892,-475.0,197525.0
