,ms,accelX,accelY,accelZ,accelWithGX,accelWithGY,accelWithGZ,rotRateAlpha,rotRateBeta,rotRateGamma,interval
0,137.0,0.1,0.0,0.0,1.4000000000000001,5.2,8.700000000000001,-6.699999999999999,-11.1,6.1000000000000005,16
1,157.0,0.30000000000000004,0.2,-0.2,1.7000000000000002,5.6000000000000005,8.6,1.3,-6.600000000000001,1.4,16
2,170.0,0.30000000000000004,0.2,-0.2,1.7000000000000002,5.6000000000000005,8.6,1.3,-6.600000000000001,1.4,16
3,187.0,-0.1,0.1,-0.4,1.1,5.5,8.1,6.699999999999999,-6.9,-11.8,16
4,204.0,-0.4,-0.1,-0.4,0.9,5.4,8.200000000000001,3.7000000000000006,-8.899999999999999,-14.900000000000002,16
5,220.0,-0.4,-0.1,-0.30000000000000004,1.0,5.300000000000001,8.3,-0.2,-9.3,-12.5,16
6,237.0,-0.2,-0.1,-0.1,1.1,5.4,8.5,-3.4,-8.600000000000001,-8.3,16
7,254.0,-0.1,-0.1,0.1,1.3,5.300000000000001,8.5,-4.1,-7.8,-4.4,16
8,270.0,0.0,-0.1,0.0,1.3,5.4,8.3,-1.9,-6.500000000000001,-1.2000000000000002,16
9,287.0,0.1,0.0,-0.2,1.5,5.4,8.200000000000001,1.8000000000000003,-3.5,0.8,16
10,304.0,0.30000000000000004,0.1,-0.30000000000000004,1.7000000000000002,5.6000000000000005,8.3,3.3000000000000007,-2.0,1.6,16
11,320.0,0.4,0.2,-0.2,1.8,5.6000000000000005,8.4,1.7,-5.0,0.5,16
12,337.0,0.5,0.0,0.1,1.9000000000000001,5.4,8.6,-0.5,-11.700000000000001,-3.3000000000000007,16
13,354.0,0.4,-0.1,0.2,1.9000000000000001,5.300000000000001,8.700000000000001,-0.9000000000000001,-15.399999999999999,-8.4,16
14,370.0,0.4,-0.1,0.30000000000000004,2.0,5.300000000000001,8.700000000000001,1.2000000000000002,-15.100000000000001,-12.0,16
15,387.0,0.5,-0.1,0.1,1.8,5.4,8.3,4.6,-10.9,-15.000000000000002,16
16,404.0,0.2,-0.1,-0.2,1.7000000000000002,5.5,8.3,5.1000000000000005,1.5,-15.299999999999999,16
17,420.0,0.2,0.0,-0.2,1.7000000000000002,5.5,8.4,0.6000000000000001,12.100000000000001,-11.8,16
18,437.0,0.5,-0.2,0.0,2.4000000000000004,5.0,8.4,-4.9,5.4,-12.4,16
19,454.0,0.8,-1.0,-0.30000000000000004,1.4000000000000001,4.0,8.700000000000001,-9.600000000000001,-15.899999999999999,-25.0,16
20,470.0,-0.2,-1.4000000000000001,0.30000000000000004,1.2000000000000002,4.5,9.600000000000001,-16.4,-45.8,-40.5,16
21,487.0,0.1,0.30000000000000004,1.5,2.8000000000000003,6.2,10.3,-24.0,-92.50000000000001,-31.2,16
22,504.0,1.1,1.2000000000000002,1.9000000000000001,3.9000000000000004,5.9,10.100000000000001,-31.3,-135.8,-18.0,16
23,520.0,1.2000000000000002,0.7000000000000001,1.6,3.8000000000000003,5.300000000000001,10.0,-33.50000000000001,-166.9,-1.4,16
24,537.0,0.1,0.1,1.2000000000000002,4.800000000000001,5.300000000000001,8.4,-26.1,-212.2,29.300000000000004,16
25,554.0,1.8,0.2,-0.9,7.1000000000000005,4.6000000000000005,6.0,-32.8,-273.50000000000006,48.300000000000004,16
26,570.0,2.1,-0.1,-1.8,6.9,4.9,4.9,-83.89999999999999,-311.3,22.8,16
27,587.0,0.8,0.9,-3.4000000000000004,7.2,4.4,3.0,-169.0,-344.8,-12.8,16
28,604.0,0.0,0.4,-4.800000000000001,3.7,2.2,2.6,-254.2,-352.20000000000005,-6.0,16
29,620.0,-3.5,-0.7000000000000001,-3.9000000000000004,2.9000000000000004,2.0,4.0,-303.2,-318.8,44.10000000000001,16
30,637.0,-3.6,1.3,-0.5,4.3,1.8,5.0,-295.4,-264.4,157.8,16
31,654.0,0.6000000000000001,3.4000000000000004,8.5,9.700000000000001,1.7000000000000002,11.0,-236.3,-287.7,243.9,16
32,670.0,1.4000000000000001,1.1,5.4,7.2,-0.5,4.5,-57.800000000000004,-99.8,233.8,16
33,687.0,-2.9000000000000004,-0.1,-1.0,7.0,1.0,4.5,39.599999999999994,-66.80000000000001,198.10000000000002,16
34,704.0,0.4,1.8,-0.4,9.600000000000001,1.1,5.300000000000001,53.599999999999994,-53.9,175.79999999999998,16
35,721.0,1.1,1.3,0.0,10.3,-0.8,5.9,48.50000000000001,-21.900000000000002,126.10000000000001,16
36,737.0,3.1,-3.4000000000000004,1.7000000000000002,10.700000000000001,-5.1000000000000005,6.4,44.300000000000004,-0.30000000000000004,58.900000000000006,16
37,754.0,0.2,-5.800000000000001,-0.5,6.800000000000001,-5.800000000000001,4.800000000000001,54.1,-8.5,-5.0,16
38,771.0,-1.8,-5.6000000000000005,-0.5,6.0,-4.4,6.5,70.0,-14.100000000000001,-31.0,16
39,840.0,-3.2,-0.7000000000000001,-3.3000000000000003,6.800000000000001,-2.1,0.1,67.10000000000001,-157.60000000000002,59.699999999999996,16
40,857.0,-0.7000000000000001,-4.0,-4.5,8.8,-5.800000000000001,-0.7000000000000001,36.1,-160.60000000000002,76.0,16
41,876.0,-0.2,-4.9,-2.1,6.9,-3.8000000000000003,2.6,15.299999999999999,-84.69999999999999,47.1,16
42,887.0,-2.3000000000000003,-2.9000000000000004,-0.30000000000000004,3.3000000000000003,-1.6,4.3,15.299999999999999,-84.69999999999999,47.1,16
43,904.0,-8.6,0.5,3.0,1.5,-2.3000000000000003,4.1000000000000005,48.2,-106.1,75.00000000000001,16
44,921.0,-7.5,-0.6000000000000001,1.7000000000000002,4.3,-4.5,3.4000000000000004,88.50000000000001,-147.29999999999998,190.50000000000003,16
45,937.0,-2.0,-4.1000000000000005,1.5,8.3,-8.5,3.0,102.0,-160.20000000000002,280.5,16
46,954.0,0.2,-6.300000000000001,1.1,9.200000000000001,-10.0,3.0,108.90000000000002,-164.7,296.0,16
47,972.0,0.7000000000000001,-6.0,1.4000000000000001,9.200000000000001,-9.600000000000001,2.8000000000000003,119.89999999999999,-156.6,278.9,16
48,987.0,1.6,-4.4,1.3,10.700000000000001,-9.0,3.0,145.00000000000003,-127.80000000000001,264.2,16
49,1004.0,3.0,-3.5,2.3000000000000003,11.200000000000001,-9.3,4.1000000000000005,171.10000000000002,-99.9,259.1,16
50,1020.0,3.6,-3.5,2.4000000000000004,12.3,-10.200000000000001,4.0,193.3,-104.7,268.40000000000003,16
