,Unnamed: 0,ms,distance
0,0,592.0,0.0
1,1,2354.0,1.0
2,2,3335.0,2.0
3,3,4326.0,3.0
4,4,5271.0,4.0
5,5,5947.0,5.0
6,6,6666.0,6.0
7,7,7526.0,7.0
8,8,8422.0,8.0
9,9,9141.0,9.0
10,10,9817.0,10.0
11,11,10536.0,11.0
12,12,11390.0,12.0
13,13,12116.0,13.0
14,14,13285.0,14.0
15,15,14634.0,15.0
16,16,16161.0,16.0
17,17,17781.0,17.0
18,18,19356.0,18.0
19,19,20658.0,19.0
20,20,21966.0,20.0
21,21,23317.0,21.0
22,22,24530.0,22.0
23,23,25701.0,23.0
24,24,26741.0,24.0
25,25,27952.0,25.0
26,26,29212.0,26.0
27,27,30337.0,27.0
28,28,31598.0,28.0
29,29,32677.0,29.0
30,30,33847.0,30.0
31,31,35152.0,31.0
32,32,36234.0,32.0
33,33,37546.0,33.0
34,34,38617.0,34.0
35,35,39787.0,35.0
36,36,40908.0,36.0
37,37,41988.0,37.0
38,38,43117.0,38.0
39,39,44285.0,39.0
40,40,45326.0,40.0
41,41,46626.0,41.0
42,42,47820.0,42.0
43,43,49011.0,43.0
44,44,50223.0,44.0
45,45,51438.0,45.0
46,46,52567.0,46.0
47,47,53602.0,47.0
48,48,54904.0,48.0
49,49,56212.0,49.0
50,50,57477.0,50.0
51,51,58734.0,51.0
52,52,59901.0,52.0
53,53,61162.0,53.0
54,54,62107.0,54.0
55,55,63366.0,55.0
56,56,64585.0,56.0
57,57,66022.0,57.0
58,58,67196.0,58.0
59,59,68408.0,59.0
60,60,69576.0,60.0
61,61,70748.0,61.0
62,62,72006.0,62.0
63,63,73087.0,63.0
64,64,74347.0,64.0
65,65,75471.0,65.0
66,66,76416.0,66.0
67,67,77633.0,67.0
68,68,78801.0,68.0
69,69,79883.0,69.0
70,70,81051.0,70.0
71,71,82221.0,71.0
72,72,83301.0,72.0
73,73,84382.0,73.0
74,74,85462.0,74.0
75,75,86721.0,75.0
76,76,87936.0,76.0
77,77,88975.0,77.0
78,78,90097.0,78.0
79,79,91132.0,79.0
80,80,92301.0,80.0
81,81,93112.0,81.0
82,82,94101.0,82.0
83,83,95140.0,83.0
84,84,96172.0,84.0
85,85,97069.0,85.0
86,86,97927.0,86.0
87,87,98961.0,87.0
88,88,99776.0,88.0
89,89,100716.0,89.0
90,90,101665.0,90.0
91,91,102652.0,91.0
92,92,103557.0,92.0
93,93,104452.0,93.0
94,94,105351.0,94.0
95,95,106339.0,95.0
96,96,107239.0,96.0
97,97,108498.0,97.0
98,98,109531.0,98.0
99,99,110566.0,99.0
100,100,111561.0,100.0
101,101,112417.0,101.0
102,102,113451.0,102.0
103,103,114351.0,103.0
104,104,115341.0,104.0
105,105,116286.0,105.0
106,106,117185.0,106.0
107,107,118132.0,107.0
108,108,119075.0,108.0
109,109,120066.0,109.0
110,110,120836.0,110.0
111,111,121730.0,111.0
112,112,122770.0,112.0
113,113,123712.0,113.0
114,114,124700.0,114.0
115,115,125826.0,115.0
116,116,126862.0,116.0
117,117,128977.0,117.0
118,118,130052.0,118.0
119,119,131068.0,119.0
120,120,132080.0,120.0
121,121,133208.0,121.0
122,122,134196.0,122.0
123,123,135187.0,123.0
124,124,136222.0,124.0
125,125,137211.0,125.0
126,126,138156.0,126.0
127,127,139192.0,127.0
128,128,140224.0,128.0
129,129,141221.0,129.0
130,130,142386.0,130.0
131,131,143553.0,131.0
132,132,144552.0,132.0
