,ms,distance
0,535.0,0.0
1,2157.0,1.0
2,3753.0,2.0
3,5192.0,3.0
4,6315.0,4.0
5,7485.0,5.0
6,8569.0,6.0
7,9781.0,7.0
8,10861.0,8.0
9,11942.0,9.0
10,13019.0,10.0
11,13921.0,11.0
12,14960.0,12.0
13,15898.0,13.0
14,16851.0,14.0
15,17792.0,15.0
16,18781.0,16.0
17,19772.0,17.0
18,20851.0,18.0
19,21958.0,19.0
20,23057.0,20.0
21,24092.0,21.0
22,25080.0,22.0
23,25978.0,23.0
24,26970.0,24.0
25,27962.0,25.0
26,28951.0,26.0
27,30079.0,27.0
28,31201.0,28.0
29,32461.0,29.0
30,33585.0,30.0
31,34491.0,31.0
32,35612.0,32.0
33,36600.0,33.0
34,37687.0,34.0
35,38671.0,35.0
36,39661.0,36.0
37,40607.0,37.0
38,41639.0,38.0
39,42674.0,39.0
40,43804.0,40.0
41,44789.0,41.0
42,45828.0,42.0
43,46906.0,43.0
44,47985.0,44.0
45,48954.0,45.0
46,50009.0,46.0
47,50910.0,47.0
48,51902.0,48.0
49,52890.0,49.0
50,53815.0,50.0
51,54806.0,51.0
52,55814.0,52.0
53,56852.0,53.0
54,57795.0,54.0
55,58898.0,55.0
56,59890.0,56.0
57,60945.0,57.0
58,61918.0,58.0
59,62925.0,59.0
60,63941.0,60.0
61,65047.0,61.0
62,65941.0,62.0
63,67053.0,63.0
64,68056.0,64.0
65,69090.0,65.0
66,70014.0,66.0
67,70982.0,67.0
68,71858.0,68.0
69,72870.0,69.0
70,73772.0,70.0
71,74804.0,71.0
72,75795.0,72.0
73,76720.0,73.0
74,77729.0,74.0
75,78677.0,75.0
76,79599.0,76.0
77,80654.0,77.0
78,81535.0,78.0
79,82572.0,79.0
80,83675.0,80.0
81,84794.0,81.0
82,85897.0,82.0
83,87051.0,83.0
84,88081.0,84.0
85,89249.0,85.0
86,90378.0,86.0
87,91437.0,87.0
88,92533.0,88.0
89,93551.0,89.0
90,94611.0,90.0
91,95649.0,91.0
92,96719.0,92.0
93,97782.0,93.0
94,98792.0,94.0
95,99849.0,95.0
96,100907.0,96.0
97,101964.0,97.0
98,103043.0,98.0
99,104124.0,99.0
100,105159.0,100.0
101,106173.0,101.0
102,107185.0,102.0
103,108238.0,103.0
104,109367.0,104.0
105,110399.0,105.0
106,111478.0,106.0
107,112404.0,107.0
108,113460.0,108.0
109,114476.0,109.0
110,115530.0,110.0
111,116519.0,111.0
112,117400.0,112.0
113,118409.0,113.0
114,119400.0,114.0
115,120619.0,115.0
116,121721.0,116.0
117,122820.0,117.0
118,123768.0,118.0
119,124824.0,119.0
120,125796.0,120.0
121,126895.0,121.0
122,127770.0,122.0
123,128760.0,123.0
124,129784.0,124.0
125,130765.0,125.0
126,131939.0,126.0
127,132834.0,127.0
128,133826.0,128.0
129,134949.0,129.0
130,135914.0,130.0
131,137046.0,131.0
132,138033.0,132.0
133,139066.0,133.0
134,140079.0,134.0
135,141178.0,135.0
136,142199.0,136.0
137,143297.0,137.0
138,144353.0,138.0
139,145410.0,139.0
140,146469.0,140.0
141,147614.0,141.0
142,148722.0,142.0
143,149801.0,143.0
144,150880.0,144.0
145,152007.0,145.0
146,153084.0,146.0
147,154125.0,147.0
148,155244.0,148.0
149,156434.0,149.0
150,157651.0,150.0
151,158731.0,151.0
152,159698.0,152.0
153,160850.0,153.0
154,161948.0,154.0
155,163095.0,155.0
156,164309.0,156.0
157,165435.0,157.0
158,166403.0,158.0
159,167551.0,159.0
160,168520.0,160.0
161,169562.0,161.0
162,170520.0,162.0
163,171489.0,163.0
164,172501.0,164.0
165,173583.0,165.0
166,174551.0,166.0
167,175559.0,167.0
168,176483.0,168.0
169,177631.0,169.0
170,178531.0,170.0
171,179456.0,171.0
172,180514.0,172.0
173,181526.0,173.0
174,182561.0,174.0
175,183706.0,175.0
176,184696.0,176.0
177,185575.0,177.0
178,186543.0,178.0
179,187555.0,179.0
180,188546.0,180.0
181,189602.0,181.0
182,190616.0,182.0
183,191626.0,183.0
184,192593.0,184.0
185,193696.0,185.0
186,194684.0,186.0
187,195656.0,187.0
188,196668.0,188.0
189,197678.0,189.0
190,198689.0,190.0
191,199680.0,191.0
192,200573.0,192.0
193,201548.0,193.0
194,202561.0,194.0
195,203575.0,195.0
196,204542.0,196.0
197,205532.0,197.0
198,206525.0,198.0
199,207537.0,199.0
200,208593.0,200.0
201,209672.0,201.0
202,210706.0,202.0
203,211764.0,203.0
204,212864.0,204.0
205,213924.0,205.0
206,215029.0,206.0
207,216056.0,207.0
208,217095.0,208.0
209,218219.0,209.0
210,219302.0,210.0
211,220358.0,211.0
212,221460.0,212.0
213,222449.0,213.0
214,223511.0,214.0
215,224520.0,215.0
216,225533.0,216.0
217,226592.0,217.0
218,227581.0,218.0
219,228618.0,219.0
220,229652.0,220.0
221,230730.0,221.0
222,231720.0,222.0
223,232665.0,223.0
224,233679.0,224.0
225,234737.0,225.0
226,235708.0,226.0
227,236694.0,227.0
228,237751.0,228.0
229,238808.0,229.0
230,239912.0,230.0
231,240878.0,231.0
232,241823.0,232.0
233,242884.0,233.0
234,243895.0,234.0
235,244904.0,235.0
236,245855.0,236.0
237,246729.0,237.0
238,247764.0,238.0
239,248729.0,239.0
240,249655.0,240.0
241,250666.0,241.0
242,251654.0,242.0
243,252624.0,243.0
244,253590.0,244.0
245,254579.0,245.0
246,255599.0,246.0
247,256651.0,247.0
248,257599.0,248.0
249,258564.0,249.0
250,259575.0,250.0
251,260617.0,251.0
252,261646.0,252.0
253,262679.0,253.0
254,263672.0,254.0
255,264710.0,255.0
256,265630.0,256.0
257,266619.0,257.0
258,267674.0,258.0
259,268644.0,259.0
260,269611.0,260.0
261,270600.0,261.0
262,271637.0,262.0
263,272672.0,263.0
264,273638.0,264.0
265,274745.0,265.0
266,275597.0,266.0
267,276631.0,267.0
268,277565.0,268.0
269,278565.0,269.0
270,279540.0,270.0
271,280572.0,271.0
272,281674.0,272.0
273,282573.0,273.0
274,283606.0,274.0
275,284551.0,275.0
276,285634.0,276.0
277,286665.0,277.0
278,287656.0,278.0
279,288735.0,279.0
280,289795.0,280.0
281,290760.0,281.0
282,291752.0,282.0
283,292676.0,283.0
284,293733.0,284.0
285,294635.0,285.0
286,295644.0,286.0
287,296656.0,287.0
288,297557.0,288.0
289,298501.0,289.0
290,299491.0,290.0
291,300460.0,291.0
292,301496.0,292.0
293,302441.0,293.0
294,303452.0,294.0
295,304376.0,295.0
296,305456.0,296.0
297,306465.0,297.0
298,307439.0,298.0
299,308492.0,299.0
300,309504.0,300.0
301,310449.0,301.0
302,311418.0,302.0
303,312431.0,303.0
304,313484.0,304.0
305,314388.0,305.0
306,315310.0,306.0
307,316276.0,307.0
308,317221.0,308.0
309,318165.0,309.0
310,319206.0,310.0
311,320055.0,311.0
312,320957.0,312.0
313,321944.0,313.0
314,322891.0,314.0
315,323838.0,315.0
316,324803.0,316.0
317,325885.0,317.0
318,326675.0,318.0
319,327614.0,319.0
320,328694.0,320.0
321,329639.0,321.0
322,330586.0,322.0
323,331532.0,323.0
324,332474.0,324.0
325,333425.0,325.0
326,334346.0,326.0
327,335355.0,327.0
328,336253.0,328.0
329,337244.0,329.0
330,338192.0,330.0
331,339174.0,331.0
332,340172.0,332.0
333,341139.0,333.0
334,342175.0,334.0
335,343187.0,335.0
336,344175.0,336.0
337,345163.0,337.0
338,346134.0,338.0
339,347144.0,339.0
340,348203.0,340.0
341,349214.0,341.0
342,350160.0,342.0
343,351129.0,343.0
344,352139.0,344.0
345,353090.0,345.0
