,Unnamed: 0,ms,distance
0,0,1049.0,0.0
1,1,1998.0,1.0
2,2,2942.0,2.0
3,3,3793.0,3.0
4,4,4692.0,4.0
5,5,5417.0,5.0
6,6,6359.0,6.0
7,7,7213.0,7.0
8,8,7935.0,8.0
9,9,8702.0,9.0
10,10,9600.0,10.0
11,11,10274.0,11.0
12,12,11174.0,12.0
13,13,11897.0,13.0
14,14,12837.0,14.0
15,15,13558.0,15.0
16,16,14367.0,16.0
17,17,15133.0,17.0
18,18,15941.0,18.0
19,19,16664.0,19.0
20,20,17425.0,20.0
21,21,18257.0,21.0
22,22,19134.0,22.0
23,23,19989.0,23.0
24,24,20830.0,24.0
25,25,21702.0,25.0
26,26,22648.0,26.0
27,27,23593.0,27.0
28,28,24404.0,28.0
29,29,25126.0,29.0
30,30,25757.0,30.0
31,31,26610.0,31.0
32,32,27459.0,32.0
33,33,28180.0,33.0
34,34,29080.0,34.0
35,35,29803.0,35.0
36,36,30744.0,36.0
37,37,31698.0,37.0
38,38,32638.0,38.0
39,39,33632.0,39.0
40,40,34618.0,40.0
41,41,35477.0,41.0
42,42,36419.0,42.0
43,43,37408.0,43.0
44,44,38533.0,44.0
45,45,39658.0,45.0
46,46,40737.0,46.0
47,47,41637.0,47.0
48,48,42677.0,48.0
49,49,43933.0,49.0
50,50,45107.0,50.0
51,51,46094.0,51.0
52,52,46950.0,52.0
53,53,48029.0,53.0
54,54,49067.0,54.0
55,55,50234.0,55.0
56,56,51268.0,56.0
57,57,52709.0,57.0
58,58,53699.0,58.0
59,59,54599.0,59.0
60,60,55679.0,60.0
61,61,56758.0,61.0
62,62,57887.0,62.0
63,63,59055.0,63.0
64,64,60088.0,64.0
65,65,61038.0,65.0
66,66,62117.0,66.0
67,67,63328.0,67.0
68,68,64322.0,68.0
69,69,65488.0,69.0
70,70,66481.0,70.0
71,71,67514.0,71.0
72,72,68592.0,72.0
73,73,69625.0,73.0
74,74,70798.0,74.0
75,75,71968.0,75.0
76,76,73093.0,76.0
77,77,74219.0,77.0
78,78,75299.0,78.0
79,79,76334.0,79.0
80,80,77458.0,80.0
81,81,78498.0,81.0
82,82,79613.0,82.0
83,83,80649.0,83.0
84,84,81797.0,84.0
85,85,82812.0,85.0
86,86,83845.0,86.0
87,87,84842.0,87.0
88,88,85918.0,88.0
89,89,86822.0,89.0
90,90,87897.0,90.0
91,91,88887.0,91.0
92,92,89787.0,92.0
93,93,90868.0,93.0
94,94,91946.0,94.0
95,95,92936.0,95.0
96,96,93923.0,96.0
97,97,94915.0,97.0
98,98,95949.0,98.0
99,99,96939.0,99.0
100,100,97883.0,100.0
101,101,98874.0,101.0
102,102,99868.0,102.0
103,103,100816.0,103.0
104,104,101893.0,104.0
105,105,102973.0,105.0
106,106,103829.0,106.0
107,107,104638.0,107.0
108,108,105553.0,108.0
109,109,106437.0,109.0
110,110,107293.0,110.0
111,111,108193.0,111.0
112,112,109051.0,112.0
113,113,110124.0,113.0
114,114,111118.0,114.0
115,115,112105.0,115.0
116,116,112963.0,116.0
117,117,113908.0,117.0
118,118,114853.0,118.0
119,119,115753.0,119.0
120,120,116791.0,120.0
121,121,117687.0,121.0
122,122,118723.0,122.0
123,123,119668.0,123.0
124,124,120612.0,124.0
125,125,121603.0,125.0
126,126,122642.0,126.0
127,127,123628.0,127.0
128,128,124577.0,128.0
129,129,125654.0,129.0
130,130,126510.0,130.0
131,131,127590.0,131.0
132,132,128623.0,132.0
133,133,129617.0,133.0
134,134,130607.0,134.0
135,135,131596.0,135.0
136,136,132673.0,136.0
137,137,133573.0,137.0
138,138,134610.0,138.0
139,139,135778.0,139.0
140,140,136678.0,140.0
141,141,137802.0,141.0
142,142,138838.0,142.0
143,143,139873.0,143.0
144,144,140773.0,144.0
145,145,141918.0,145.0
146,146,142933.0,146.0
147,147,143967.0,147.0
148,148,144823.0,148.0
149,149,145858.0,149.0
150,150,146850.0,150.0
151,151,147793.0,151.0
152,152,148828.0,152.0
153,153,149817.0,153.0
154,154,150717.0,154.0
155,155,151753.0,155.0
156,156,152923.0,156.0
157,157,153868.0,157.0
158,158,155169.0,158.0
159,159,155847.0,159.0
160,160,156973.0,160.0
161,161,157830.0,161.0
162,162,159039.0,162.0
163,163,159987.0,163.0
164,164,160849.0,164.0
165,165,161873.0,165.0
166,166,162688.0,166.0
167,167,163589.0,167.0
168,168,164574.0,168.0
169,169,165568.0,169.0
170,170,166512.0,170.0
171,171,167416.0,171.0
172,172,168447.0,172.0
173,173,169305.0,173.0
174,174,170338.0,174.0
175,175,171196.0,175.0
176,176,172227.0,176.0
177,177,173086.0,177.0
178,178,173982.0,178.0
179,179,175063.0,179.0
180,180,176143.0,180.0
181,181,177133.0,181.0
182,182,178032.0,182.0
183,183,178979.0,183.0
184,184,179920.0,184.0
185,185,180778.0,185.0
186,186,181765.0,186.0
187,187,182716.0,187.0
188,188,183795.0,188.0
189,189,184780.0,189.0
190,190,185769.0,190.0
191,191,186783.0,191.0
192,192,187710.0,192.0
193,193,188832.0,193.0
194,194,189781.0,194.0
195,195,190858.0,195.0
196,196,191982.0,196.0
197,197,192931.0,197.0
198,198,193918.0,198.0
199,199,194911.0,199.0
200,200,195986.0,200.0
201,201,196892.0,201.0
202,202,197971.0,202.0
203,203,199003.0,203.0
204,204,199970.0,204.0
205,205,200892.0,205.0
206,206,201927.0,206.0
207,207,202917.0,207.0
208,208,203862.0,208.0
209,209,204762.0,209.0
210,210,205756.0,210.0
211,211,206697.0,211.0
212,212,207540.0,212.0
213,213,208607.0,213.0
214,214,209535.0,214.0
215,215,210523.0,215.0
216,216,211561.0,216.0
217,217,212542.0,217.0
218,218,213488.0,218.0
219,219,214391.0,219.0
220,220,215293.0,220.0
221,221,216370.0,221.0
222,222,217228.0,222.0
223,223,218218.0,223.0
224,224,219166.0,224.0
225,225,220194.0,225.0
226,226,221159.0,226.0
227,227,222093.0,227.0
228,228,223168.0,228.0
229,229,224022.0,229.0
230,230,224923.0,230.0
231,231,226003.0,231.0
232,232,226903.0,232.0
233,233,227987.0,233.0
234,234,228884.0,234.0
235,235,229962.0,235.0
236,236,230992.0,236.0
237,237,231899.0,237.0
238,238,232890.0,238.0
239,239,233925.0,239.0
240,240,234823.0,240.0
241,241,235769.0,241.0
242,242,236667.0,242.0
243,243,237653.0,243.0
244,244,238648.0,244.0
245,245,239641.0,245.0
246,246,240803.0,246.0
247,247,241753.0,247.0
248,248,242968.0,248.0
249,249,243819.0,249.0
250,250,244628.0,250.0
251,251,245488.0,251.0
252,252,246389.0,252.0
253,253,247243.0,253.0
254,254,248103.0,254.0
255,255,248953.0,255.0
256,256,249807.0,256.0
257,257,250712.0,257.0
258,258,251699.0,258.0
259,259,252466.0,259.0
260,260,253453.0,260.0
261,261,254311.0,261.0
262,262,255299.0,262.0
263,263,256250.0,263.0
264,264,257322.0,264.0
265,265,258267.0,265.0
266,266,259167.0,266.0
267,267,260022.0,267.0
268,268,260968.0,268.0
269,269,262028.0,269.0
270,270,262992.0,270.0
271,271,263918.0,271.0
272,272,264883.0,272.0
273,273,265875.0,273.0
274,274,266862.0,274.0
275,275,267808.0,275.0
276,276,268753.0,276.0
277,277,269698.0,277.0
278,278,270688.0,278.0
279,279,271543.0,279.0
280,280,272623.0,280.0
281,281,273526.0,281.0
282,282,274421.0,282.0
283,283,275278.0,283.0
284,284,276227.0,284.0
285,285,277258.0,285.0
286,286,278203.0,286.0
287,287,279192.0,287.0
288,288,280272.0,288.0
289,289,281218.0,289.0
290,290,282208.0,290.0
291,291,283063.0,291.0
292,292,284007.0,292.0
293,293,284953.0,293.0
294,294,285917.0,294.0
295,295,286934.0,295.0
296,296,287832.0,296.0
297,297,288781.0,297.0
298,298,289636.0,298.0
299,299,290646.0,299.0
300,300,291572.0,300.0
301,301,292693.0,301.0
302,302,293682.0,302.0
303,303,294488.0,303.0
304,304,295351.0,304.0
305,305,296334.0,305.0
306,306,297238.0,306.0
307,307,298267.0,307.0
308,308,299258.0,308.0
309,309,300207.0,309.0
310,310,301066.0,310.0
311,311,302054.0,311.0
312,312,303088.0,312.0
313,313,303986.0,313.0
314,314,304933.0,314.0
315,315,305922.0,315.0
316,316,306825.0,316.0
317,317,307768.0,317.0
318,318,308621.0,318.0
319,319,309522.0,319.0
320,320,310376.0,320.0
321,321,311366.0,321.0
322,322,312357.0,322.0
323,323,313396.0,323.0
324,324,314291.0,324.0
325,325,315241.0,325.0
326,326,316093.0,326.0
327,327,316902.0,327.0
328,328,317807.0,328.0
329,329,318792.0,329.0
330,330,319697.0,330.0
331,331,320678.0,331.0
332,332,321538.0,332.0
333,333,322527.0,333.0
334,334,323473.0,334.0
335,335,324418.0,335.0
336,336,325273.0,336.0
337,337,326085.0,337.0
338,338,326983.0,338.0
339,339,327885.0,339.0
340,340,328738.0,340.0
