,Unnamed: 0,ms,distance
341,341,329547.0,341.0
342,342,330311.0,342.0
343,343,331393.0,343.0
344,344,332607.0,344.0
345,345,333957.0,345.0
346,346,335037.0,346.0
347,347,336117.0,347.0
348,348,337243.0,348.0
349,349,338278.0,349.0
350,350,339492.0,350.0
351,351,340752.0,351.0
352,352,341922.0,352.0
353,353,343093.0,353.0
354,354,344086.0,354.0
355,355,345297.0,355.0
356,356,346332.0,356.0
357,357,347326.0,357.0
358,358,348418.0,358.0
359,359,349651.0,359.0
360,360,350741.0,360.0
361,361,351826.0,361.0
362,362,352996.0,362.0
363,363,354480.0,363.0
364,364,355516.0,364.0
365,365,356906.0,365.0
366,366,358707.0,366.0
