,ms,abs,alpha,beta,gamma
0,111.0,False,73.3,59.6,19.3
1,118.0,False,73.2,59.7,19.400000000000002
2,135.0,False,73.4,59.7,19.200000000000003
3,152.0,False,73.7,59.6,19.0
4,169.0,False,74.2,59.6,18.6
5,185.0,False,74.4,59.900000000000006,18.3
6,202.0,False,74.5,60.0,18.2
7,219.0,False,74.60000000000001,60.300000000000004,18.1
8,235.0,False,75.0,60.2,17.7
9,252.0,False,75.3,60.1,17.400000000000002
10,269.0,False,75.8,60.1,17.0
11,285.0,False,76.10000000000001,60.1,16.7
12,326.0,False,76.0,60.2,16.7
13,336.0,False,76.0,60.1,16.7
14,352.0,False,76.2,60.0,16.6
15,385.0,False,76.5,59.7,16.5
16,402.0,False,76.60000000000001,59.6,16.400000000000002
17,435.0,False,76.60000000000001,59.7,16.400000000000002
18,452.0,False,76.60000000000001,59.6,16.400000000000002
19,468.0,False,76.60000000000001,59.6,16.3
20,485.0,False,76.7,59.5,16.2
21,502.0,False,76.80000000000001,59.5,16.1
22,518.0,False,76.80000000000001,59.5,16.0
23,535.0,False,76.9,59.6,15.9
24,569.0,False,77.0,59.5,15.8
25,602.0,False,76.80000000000001,59.300000000000004,16.0
26,618.0,False,76.7,59.2,16.1
27,652.0,False,76.60000000000001,59.1,16.1
28,668.0,False,76.5,58.800000000000004,16.2
29,685.0,False,76.5,58.7,16.2
30,702.0,False,76.60000000000001,58.400000000000006,16.1
31,719.0,False,76.9,58.2,15.8
32,735.0,False,77.0,58.1,15.600000000000001
33,768.0,False,76.80000000000001,58.0,15.600000000000001
34,785.0,False,76.7,57.800000000000004,15.600000000000001
35,802.0,False,76.7,57.6,15.5
36,818.0,False,76.7,57.400000000000006,15.4
37,835.0,False,76.7,57.2,15.5
38,852.0,False,76.60000000000001,57.1,15.5
39,868.0,False,76.3,56.900000000000006,15.8
40,885.0,False,76.0,56.6,16.0
41,903.0,False,75.60000000000001,56.2,16.1
42,918.0,False,75.4,56.1,16.3
43,935.0,False,75.0,55.800000000000004,16.8
44,952.0,False,74.60000000000001,55.5,17.3
45,969.0,False,74.3,55.400000000000006,17.5
46,985.0,False,73.9,55.0,18.0
47,1002.0,False,73.7,54.800000000000004,18.5
48,1018.0,False,73.5,54.800000000000004,18.900000000000002
49,1036.0,False,73.0,54.7,19.6
50,1052.0,False,72.5,54.6,20.3
51,1068.0,False,72.3,54.6,20.700000000000003
52,1085.0,False,71.9,54.6,21.1
53,1102.0,False,71.60000000000001,54.800000000000004,21.1
54,1118.0,False,71.2,55.1,21.1
55,1135.0,False,70.8,55.300000000000004,21.200000000000003
56,1152.0,False,70.10000000000001,55.7,21.6
57,1178.0,False,69.0,56.1,22.3
58,1202.0,False,68.4,56.0,22.900000000000002
59,1218.0,False,67.9,55.7,23.3
60,1235.0,False,67.60000000000001,55.400000000000006,23.400000000000002
61,1252.0,False,67.3,55.0,23.5
62,1268.0,False,67.3,54.400000000000006,23.3
63,1286.0,False,67.4,54.1,23.400000000000002
64,1302.0,False,67.8,53.300000000000004,23.200000000000003
65,1318.0,False,68.5,52.300000000000004,22.3
66,1335.0,False,69.9,51.1,20.700000000000003
67,1352.0,False,71.2,50.400000000000006,18.900000000000002
68,1369.0,False,74.4,48.6,14.3
69,1385.0,False,77.2,46.800000000000004,10.600000000000001
70,1402.0,False,78.10000000000001,46.1,9.700000000000001
71,1418.0,False,79.30000000000001,45.0,9.600000000000001
72,1435.0,False,79.80000000000001,44.0,10.4
73,1452.0,False,80.10000000000001,43.400000000000006,10.700000000000001
74,1468.0,False,81.10000000000001,42.5,10.9
75,1485.0,False,82.80000000000001,41.900000000000006,10.9
76,1502.0,False,83.80000000000001,41.7,10.700000000000001
77,1518.0,False,85.9,41.400000000000006,9.700000000000001
78,1535.0,False,87.10000000000001,41.400000000000006,8.5
79,1552.0,False,87.2,41.7,7.4
80,1568.0,False,87.0,41.900000000000006,7.0
81,1585.0,False,86.80000000000001,42.0,6.300000000000001
82,1602.0,False,86.7,41.900000000000006,5.7
