,ms,abs,alpha,beta,gamma
0,122.0,False,2.4000000000000004,12.8,45.800000000000004
1,144.0,False,2.4000000000000004,12.700000000000001,45.900000000000006
2,161.0,False,2.5,12.5,45.6
3,177.0,False,2.7,13.0,44.5
4,224.0,False,3.0,13.9,43.2
5,227.0,False,3.1,14.0,42.6
6,244.0,False,3.4000000000000004,14.0,41.900000000000006
7,275.0,False,3.6,13.9,41.5
8,311.0,False,3.7,13.8,41.0
9,330.0,False,4.0,13.8,39.900000000000006
10,351.0,False,4.1000000000000005,13.8,39.5
11,360.0,False,4.2,13.8,39.2
12,377.0,False,4.1000000000000005,13.5,39.300000000000004
13,408.0,False,3.8000000000000003,13.100000000000001,39.6
14,428.0,False,3.6,13.0,39.7
15,444.0,False,3.5,12.700000000000001,39.900000000000006
16,460.0,False,3.4000000000000004,12.5,40.0
17,477.0,False,3.4000000000000004,12.3,40.1
18,560.0,False,3.3000000000000003,12.200000000000001,40.300000000000004
19,578.0,False,3.2,12.100000000000001,40.400000000000006
20,611.0,False,3.1,12.0,40.5
21,627.0,False,3.0,11.700000000000001,40.6
22,644.0,False,2.9000000000000004,11.5,41.0
23,661.0,False,2.8000000000000003,11.5,41.5
24,677.0,False,2.8000000000000003,11.600000000000001,42.1
25,693.0,False,3.0,11.600000000000001,42.6
26,710.0,False,3.0,11.600000000000001,43.2
27,727.0,False,3.0,11.600000000000001,43.800000000000004
28,743.0,False,2.9000000000000004,11.600000000000001,44.7
29,760.0,False,2.8000000000000003,11.5,45.7
30,777.0,False,2.7,11.200000000000001,46.6
31,794.0,False,2.7,10.9,47.7
32,810.0,False,2.9000000000000004,10.600000000000001,48.7
33,827.0,False,3.8000000000000003,10.5,50.0
34,843.0,False,4.5,10.600000000000001,50.400000000000006
35,860.0,False,5.300000000000001,10.700000000000001,50.6
36,877.0,False,6.300000000000001,10.8,50.800000000000004
37,893.0,False,7.300000000000001,10.9,51.2
38,910.0,False,8.4,11.0,51.800000000000004
39,927.0,False,9.5,11.100000000000001,52.400000000000006
40,944.0,False,10.600000000000001,11.100000000000001,52.800000000000004
41,960.0,False,11.600000000000001,11.3,52.7
42,977.0,False,12.5,11.5,52.300000000000004
43,993.0,False,13.3,11.9,52.2
44,1010.0,False,14.0,12.4,52.300000000000004
45,1028.0,False,14.700000000000001,12.8,52.7
46,1044.0,False,15.4,13.3,53.1
47,1060.0,False,15.9,13.700000000000001,53.6
48,1077.0,False,16.3,14.100000000000001,54.300000000000004
49,1095.0,False,16.5,14.3,55.2
50,1110.0,False,16.400000000000002,14.4,56.1
51,1127.0,False,16.3,14.600000000000001,57.2
52,1143.0,False,16.3,14.700000000000001,58.5
53,1160.0,False,16.6,14.9,61.0
54,1177.0,False,17.1,15.0,62.5
55,1194.0,False,17.5,15.100000000000001,64.3
56,1210.0,False,18.400000000000002,15.4,65.60000000000001
57,1227.0,False,19.6,15.700000000000001,66.60000000000001
58,1243.0,False,21.0,16.0,67.4
59,1262.0,False,22.1,16.400000000000002,68.10000000000001
60,1277.0,False,23.1,16.5,68.8
61,1293.0,False,24.1,16.6,69.60000000000001
62,1310.0,False,25.200000000000003,16.7,70.60000000000001
63,1327.0,False,26.200000000000003,16.900000000000002,71.7
64,1344.0,False,27.200000000000003,17.3,73.0
65,1360.0,False,28.200000000000003,17.7,74.2
66,1377.0,False,29.0,17.900000000000002,75.2
67,1393.0,False,29.6,17.7,76.3
68,1410.0,False,29.8,17.6,77.7
69,1427.0,False,30.1,17.5,79.10000000000001
70,1443.0,False,30.8,17.5,80.60000000000001
71,1460.0,False,31.8,17.2,82.0
72,1477.0,False,34.0,16.900000000000002,84.0
73,1493.0,False,35.1,17.0,84.7
74,1510.0,False,36.2,17.2,85.2
75,1527.0,False,37.4,17.400000000000002,85.9
76,1543.0,False,38.400000000000006,17.8,86.7
77,1560.0,False,39.300000000000004,18.3,87.7
78,1577.0,False,39.900000000000006,18.8,89.0
79,1593.0,False,220.5,160.70000000000002,-89.4
80,1610.0,False,221.20000000000002,160.3,-87.60000000000001
81,1628.0,False,222.0,160.0,-86.10000000000001
82,1644.0,False,222.70000000000002,159.70000000000002,-85.2
83,1660.0,False,223.5,159.4,-84.7
84,1677.0,False,224.4,159.0,-84.4
85,1693.0,False,225.4,158.4,-83.9
86,1710.0,False,225.9,157.8,-82.9
87,1727.0,False,226.10000000000002,157.20000000000002,-81.30000000000001
88,1743.0,False,225.9,156.8,-79.80000000000001
89,1760.0,False,225.70000000000002,156.8,-78.30000000000001
90,1777.0,False,225.8,156.9,-77.4
91,1793.0,False,226.10000000000002,157.10000000000002,-76.5
92,1810.0,False,227.0,158.10000000000002,-75.2
93,1827.0,False,227.3,159.10000000000002,-74.9
94,1843.0,False,227.70000000000002,160.0,-74.2
95,1860.0,False,228.10000000000002,160.4,-73.2
96,1877.0,False,228.4,160.3,-72.4
97,1893.0,False,228.70000000000002,160.10000000000002,-71.8
98,1910.0,False,229.10000000000002,159.70000000000002,-71.3
99,1927.0,False,229.4,159.10000000000002,-71.0
100,1944.0,False,229.9,158.5,-71.10000000000001
101,1960.0,False,230.4,157.70000000000002,-71.7
102,1977.0,False,231.0,156.9,-72.3
103,1993.0,False,231.5,156.0,-72.60000000000001
104,2010.0,False,232.10000000000002,155.10000000000002,-73.0
105,2027.0,False,232.60000000000002,154.4,-73.5
106,2044.0,False,233.0,153.9,-74.0
107,2060.0,False,233.20000000000002,153.70000000000002,-74.3
108,2077.0,False,233.20000000000002,153.5,-74.5
109,2094.0,False,233.0,153.4,-74.5
110,2110.0,False,232.70000000000002,153.5,-74.7
111,2129.0,False,232.4,153.70000000000002,-75.7
112,2145.0,False,232.3,153.8,-76.80000000000001
113,2161.0,False,232.3,153.9,-78.10000000000001
114,2177.0,False,232.20000000000002,153.9,-79.4
115,2225.0,False,231.0,154.10000000000002,-81.2
116,2229.0,False,230.20000000000002,154.3,-81.5
117,2244.0,False,229.4,154.60000000000002,-81.5
118,2260.0,False,228.3,154.9,-81.4
119,2277.0,False,227.3,155.3,-81.5
120,2301.0,False,226.20000000000002,155.8,-81.60000000000001
121,2311.0,False,225.10000000000002,156.4,-81.7
122,2327.0,False,224.0,157.0,-81.80000000000001
123,2346.0,False,222.8,157.60000000000002,-82.10000000000001
124,2360.0,False,221.4,158.10000000000002,-82.4
125,2377.0,False,219.8,158.9,-82.80000000000001
126,2397.0,False,218.4,159.8,-83.2
127,2415.0,False,215.9,161.60000000000002,-83.80000000000001
128,2444.0,False,215.10000000000002,162.5,-84.0
129,2461.0,False,214.4,163.10000000000002,-84.2
130,2481.0,False,213.10000000000002,163.60000000000002,-84.7
131,2497.0,False,212.4,163.70000000000002,-85.0
132,2510.0,False,211.8,164.0,-85.2
133,2528.0,False,211.20000000000002,164.4,-85.4
134,2547.0,False,210.8,165.10000000000002,-85.60000000000001
135,2561.0,False,210.60000000000002,165.9,-86.10000000000001
136,2579.0,False,210.70000000000002,166.60000000000002,-86.80000000000001
137,2596.0,False,210.9,167.20000000000002,-87.4
