,ms,distance
0,838.0,1.0
1,1508.0,2.0
2,2140.0,3.0
3,2813.0,4.0
4,3489.0,5.0
5,4121.0,6.0
6,4771.0,7.0
7,5445.0,8.0
8,6077.0,9.0
9,6750.0,10.0
10,7380.0,11.0
11,8014.0,12.0
12,8639.0,13.0
13,9225.0,14.0
14,9809.0,15.0
15,10400.0,16.0
16,11027.0,17.0
17,11610.0,18.0
18,12197.0,19.0
19,12783.0,20.0
20,13410.0,21.0
21,14042.0,22.0
22,14624.0,23.0
23,15214.0,24.0
24,15840.0,25.0
25,16470.0,26.0
26,17100.0,27.0
27,17730.0,28.0
28,18319.0,29.0
29,18997.0,30.0
30,19710.0,31.0
31,20340.0,32.0
32,20928.0,33.0
33,21512.0,34.0
34,22097.0,35.0
35,22730.0,36.0
36,23314.0,37.0
37,23852.0,38.0
38,24437.0,39.0
39,25023.0,40.0
40,25607.0,41.0
41,26233.0,42.0
42,26821.0,43.0
43,27452.0,44.0
44,28036.0,45.0
45,28622.0,46.0
46,29250.0,47.0
47,29817.0,48.0
48,30422.0,49.0
49,30985.0,50.0
50,31680.0,51.0
51,32310.0,52.0
52,32895.0,53.0
53,33525.0,54.0
54,34158.0,55.0
55,34740.0,56.0
56,35325.0,57.0
57,35912.0,58.0
58,36541.0,59.0
59,37170.0,60.0
60,37799.0,61.0
61,38387.0,62.0
62,38969.0,63.0
63,39557.0,64.0
64,40139.0,65.0
65,40772.0,66.0
66,41355.0,67.0
67,41987.0,68.0
68,42617.0,69.0
69,43199.0,70.0
70,43832.0,71.0
71,44504.0,72.0
72,45140.0,73.0
73,45765.0,74.0
74,46440.0,75.0
75,47114.0,76.0
76,47880.0,77.0
77,48511.0,78.0
78,49095.0,79.0
79,49636.0,80.0
80,50264.0,81.0
81,50894.0,82.0
82,51526.0,83.0
83,52155.0,84.0
84,52831.0,85.0
85,53414.0,86.0
86,54000.0,87.0
87,54633.0,88.0
88,55261.0,89.0
89,55891.0,90.0
90,56475.0,91.0
91,57040.0,92.0
92,57669.0,93.0
93,58275.0,94.0
94,58909.0,95.0
95,59536.0,96.0
96,60165.0,97.0
97,60795.0,98.0
98,61380.0,99.0
99,62055.0,100.0
100,62730.0,101.0
101,63316.0,102.0
102,63946.0,103.0
103,64620.0,104.0
104,65206.0,105.0
105,65834.0,106.0
106,66420.0,107.0
107,67051.0,108.0
108,67724.0,109.0
109,68309.0,110.0
110,68940.0,111.0
111,69753.0,112.0
112,70475.0,113.0
113,71234.0,114.0
114,71909.0,115.0
115,72453.0,116.0
116,72992.0,117.0
117,73531.0,118.0
118,74069.0,119.0
119,74613.0,120.0
120,75194.0,121.0
121,75778.0,122.0
122,76409.0,123.0
123,76995.0,124.0
124,77582.0,125.0
125,78210.0,126.0
126,78797.0,127.0
127,79426.0,128.0
128,80057.0,129.0
129,80822.0,130.0
130,81630.0,131.0
131,82485.0,132.0
132,83388.0,133.0
133,84330.0,134.0
134,85323.0,135.0
135,86402.0,136.0
136,87616.0,137.0
137,88469.0,138.0
138,89505.0,139.0
139,90499.0,140.0
140,91574.0,141.0
141,92613.0,142.0
142,93600.0,143.0
143,94634.0,144.0
144,95670.0,145.0
145,96704.0,146.0
146,97739.0,147.0
147,98729.0,148.0
148,99765.0,149.0
149,100710.0,150.0
150,101724.0,151.0
151,102737.0,152.0
152,103637.0,153.0
153,104672.0,154.0
154,105615.0,155.0
155,106651.0,156.0
156,107550.0,157.0
157,108541.0,158.0
158,109488.0,159.0
159,110429.0,160.0
160,111466.0,161.0
161,112367.0,162.0
162,113355.0,163.0
163,114347.0,164.0
164,115381.0,165.0
165,116282.0,166.0
166,117248.0,167.0
167,118261.0,168.0
168,119295.0,169.0
169,120332.0,170.0
170,121364.0,171.0
171,122355.0,172.0
172,123434.0,173.0
173,124379.0,174.0
174,125371.0,175.0
175,126450.0,176.0
176,127440.0,177.0
177,128430.0,178.0
178,129375.0,179.0
