,ms,distance
0,864.0,1.0
1,1629.0,2.0
2,2282.0,3.0
3,2821.0,4.0
4,3452.0,5.0
5,4038.0,6.0
6,4664.0,7.0
7,5231.0,8.0
8,5924.0,9.0
9,6493.0,10.0
10,7076.0,11.0
11,7635.0,12.0
12,8220.0,13.0
13,8761.0,14.0
14,9300.0,15.0
15,9844.0,16.0
16,10475.0,17.0
17,11056.0,18.0
18,11663.0,19.0
19,12270.0,20.0
20,12856.0,21.0
21,13442.0,22.0
22,14070.0,23.0
23,14656.0,24.0
24,15240.0,25.0
25,15878.0,26.0
26,16414.0,27.0
27,17040.0,28.0
28,17627.0,29.0
29,18211.0,30.0
30,18753.0,31.0
31,19338.0,32.0
32,19921.0,33.0
33,20555.0,34.0
34,21182.0,35.0
35,21678.0,36.0
36,22261.0,37.0
37,22847.0,38.0
38,23476.0,39.0
39,24019.0,40.0
40,24625.0,41.0
41,25185.0,42.0
42,25815.0,43.0
43,26425.0,44.0
44,26963.0,45.0
45,27570.0,46.0
46,28156.0,47.0
47,28696.0,48.0
48,29215.0,49.0
49,29822.0,50.0
50,30362.0,51.0
51,30946.0,52.0
52,31511.0,53.0
53,32071.0,54.0
54,32636.0,55.0
55,33195.0,56.0
56,33782.0,57.0
57,34367.0,58.0
58,34885.0,59.0
59,35538.0,60.0
60,36075.0,61.0
61,36639.0,62.0
62,37226.0,63.0
63,37828.0,64.0
64,38418.0,65.0
65,38912.0,66.0
66,39494.0,67.0
67,40061.0,68.0
68,40622.0,69.0
69,41205.0,70.0
70,41792.0,71.0
71,42355.0,72.0
72,42895.0,73.0
73,43434.0,74.0
74,44040.0,75.0
75,44580.0,76.0
76,45166.0,77.0
77,45707.0,78.0
78,46292.0,79.0
79,46829.0,80.0
80,47372.0,81.0
81,47955.0,82.0
82,48495.0,83.0
83,49014.0,84.0
84,49620.0,85.0
85,50140.0,86.0
86,50746.0,87.0
87,51331.0,88.0
88,51825.0,89.0
89,52412.0,90.0
90,52906.0,91.0
91,53469.0,92.0
92,54010.0,93.0
93,54619.0,94.0
94,55155.0,95.0
95,55632.0,96.0
96,56194.0,97.0
97,56733.0,98.0
98,57269.0,99.0
99,57855.0,100.0
100,58419.0,101.0
101,58935.0,102.0
102,59475.0,103.0
103,60066.0,104.0
104,60585.0,105.0
105,61095.0,106.0
106,61589.0,107.0
107,62132.0,108.0
108,62717.0,109.0
109,63209.0,110.0
110,63752.0,111.0
111,64291.0,112.0
112,64832.0,113.0
113,65372.0,114.0
114,65912.0,115.0
115,66474.0,116.0
116,67036.0,117.0
117,67575.0,118.0
118,68161.0,119.0
119,68725.0,120.0
120,69285.0,121.0
121,69824.0,122.0
122,70410.0,123.0
123,70958.0,124.0
124,71515.0,125.0
125,72167.0,126.0
126,72704.0,127.0
127,73379.0,128.0
128,74099.0,129.0
129,74911.0,130.0
130,75720.0,131.0
131,76352.0,132.0
132,76936.0,133.0
133,77483.0,134.0
134,78059.0,135.0
135,78645.0,136.0
136,79232.0,137.0
137,79800.0,138.0
138,80448.0,139.0
139,81034.0,140.0
140,81571.0,141.0
141,82109.0,142.0
142,82696.0,143.0
143,83282.0,144.0
144,83914.0,145.0
145,84495.0,146.0
146,85082.0,147.0
147,85667.0,148.0
148,86251.0,149.0
149,86859.0,150.0
150,87444.0,151.0
151,88051.0,152.0
152,88635.0,153.0
153,89155.0,154.0
154,89766.0,155.0
155,90326.0,156.0
156,90911.0,157.0
157,91469.0,158.0
158,92102.0,159.0
159,92620.0,160.0
160,93224.0,161.0
161,93854.0,162.0
162,94377.0,163.0
163,94965.0,164.0
164,95592.0,165.0
165,96174.0,166.0
166,96783.0,167.0
167,97411.0,168.0
168,97976.0,169.0
169,98535.0,170.0
170,99099.0,171.0
171,99661.0,172.0
172,100245.0,173.0
173,100791.0,174.0
174,101352.0,175.0
175,101912.0,176.0
