,ms,abs,alpha,beta,gamma
0,293.0,False,88.1355528880409,19.48415957458871,5.64657127869932
1,309.0,False,88.20397294201244,19.402603980034204,5.519558625573213
2,343.0,False,88.33899548030011,19.256277031471853,5.313677914439507
3,360.0,False,88.4024028659957,19.107070170071108,5.232167777144441
4,380.0,False,88.46009744184934,18.919193211469807,5.184985299977828
5,397.0,False,88.51405536209577,18.814800572970146,5.152410246218421
6,434.0,False,88.61286015979127,18.82868249877827,5.01827612563619
7,453.0,False,88.66042717832913,18.764432755703005,4.824634729310533
8,504.0,False,88.67983698669322,18.642747055547822,4.6588104958139605
9,538.0,False,88.69574214543373,18.82290731697079,4.5818379461443035
10,591.0,False,88.77714452760658,19.03973089915316,4.371265562375645
11,628.0,False,88.84353622341541,19.08312388113784,4.224519760273052
12,662.0,False,88.89066000350897,19.041006586330543,4.072433447167526
13,696.0,False,88.88919738341698,19.045780193350165,3.9408648941670275
14,766.0,False,88.88281257523805,19.169613235065434,3.8101446717656473
15,801.0,False,88.83087616542147,19.309410344897586,3.7508483422015213
16,878.0,False,88.67417896302037,19.36096771691312,3.5624316204314166
17,929.0,False,88.47267819852556,19.44706657826757,3.3933175286089985
18,964.0,False,88.32137250452578,19.425044138899533,3.3282932870882203
19,1014.0,False,88.11243247165417,19.286811414416285,3.2208469082143614
20,1049.0,False,87.9385397604936,19.24592591651357,3.1532448641678688
21,1086.0,False,87.7407638998525,19.202219586460465,3.1362591956368737
22,1103.0,False,87.6298277416585,19.208916906233902,3.129730997235802
23,1119.0,False,87.51641982371912,19.25130278637677,3.093573445295804
24,1138.0,False,87.39329855965319,19.2946789194839,3.050937353140812
25,1162.0,False,87.2673885858352,19.31248976851066,2.9122542532256723
26,1179.0,False,86.94265276600085,19.243747703419583,2.463476663978869
27,1213.0,False,86.52930491771737,18.874448512477635,2.1586438932726435
28,1231.0,False,86.28792947653153,18.55573749621925,2.176698190100557
29,1265.0,False,85.76482652498251,17.93627052890183,2.3668179188074716
30,1283.0,False,85.46564915273088,17.80434748104229,2.546660431008665
31,1300.0,False,85.16470301460053,17.825275934497693,2.803995974386561
32,1317.0,False,84.89947917009594,17.96337718309005,3.128099288983059
33,1336.0,False,84.68630313512315,18.134100744644602,3.433751906540798
34,1360.0,False,84.52285079554692,18.250222550812836,3.648594104563007
35,1377.0,False,84.40060127168607,18.257619608575506,3.8135660605874206
36,1394.0,False,84.34056907532592,18.188698188269633,3.9380245835372265
37,1411.0,False,84.35483585153202,18.087190441893725,4.030985192749975
38,1445.0,False,84.52099003098652,17.933008958930472,3.9804849564479263
39,1462.0,False,84.7642849079879,17.965457346807916,3.6611919847881187
40,1497.0,False,84.9231635848734,17.988048037688095,3.4783299688819698
41,1514.0,False,85.2522353384288,17.93363410785697,3.162732766634103
42,1548.0,False,85.49507409224664,17.750719797371094,3.0021819814403794
43,1565.0,False,85.60144559554887,17.66521477180524,2.9208015156955285
44,1600.0,False,85.78150661424026,17.60806004558896,2.7052017755645643
45,1636.0,False,85.91236923637669,17.54186083289538,2.511056700273584
46,1654.0,False,85.96716556460983,17.398998003148808,2.4508999612186013
