,ms,steps,floorsUp,floorsDown,distance,startDate,endDate
0,163.0,1,,,,-490.0,-490.0
1,5892.0,1,,,,-490.0,5510.0
2,6512.0,2,,,,-490.0,6510.0
3,7162.0,3,,,,-490.0,6510.0
4,7833.0,4,,,,-490.0,7510.0
5,8552.0,5,,,,-490.0,8510.0
6,9193.0,6,,,,-490.0,8510.0
7,9755.0,7,,,,-490.0,9510.0
8,10513.0,8,,,,-490.0,10510.0
9,11152.0,9,,,,-490.0,10510.0
10,11754.0,10,,,,-490.0,11510.0
11,12511.0,11,,,,-490.0,12510.0
12,13213.0,12,,,,-490.0,12510.0
13,13875.0,13,,,,-490.0,13510.0
14,14515.0,14,,,,-490.0,14510.0
15,15153.0,15,,,,-490.0,14510.0
16,15792.0,16,,,,-490.0,15510.0
17,16352.0,17,,,,-490.0,15510.0
18,16972.0,18,,,,-490.0,16510.0
19,17574.0,19,,,,-490.0,17510.0
20,18111.0,20,,,,-490.0,17510.0
21,18732.0,21,,,,-490.0,18510.0
22,19333.0,22,,,,-490.0,18510.0
23,19897.0,23,,,,-490.0,19510.0
24,20494.0,24,,,,-490.0,19510.0
25,21085.0,25,,,,-490.0,20510.0
26,21692.0,26,,,,-490.0,21510.0
27,22274.0,27,,,,-490.0,21510.0
28,22892.0,28,,,,-490.0,22510.0
29,23494.0,29,,,,-490.0,22510.0
30,24090.0,30,,,,-490.0,23510.0
31,24675.0,31,,,,-490.0,24510.0
32,25313.0,32,,,,-490.0,24510.0
33,25872.0,33,,,,-490.0,25510.0
34,26493.0,34,,,,-490.0,25510.0
35,27091.0,35,,,,-490.0,26510.0
36,27733.0,36,,,,-490.0,27510.0
37,28356.0,37,,,,-490.0,27510.0
38,28992.0,38,,,,-490.0,28510.0
39,29611.0,39,,,,-490.0,29510.0
40,30272.0,40,,,,-490.0,29510.0
41,30869.0,41,,,,-490.0,30510.0
42,31527.0,42,,,,-490.0,30510.0
43,32029.0,43,,,,-490.0,31510.0
44,32629.0,44,,,,-490.0,32510.0
45,33209.0,45,,,,-490.0,32510.0
46,33809.0,46,,,,-490.0,33510.0
47,34370.0,47,,,,-490.0,33510.0
48,35030.0,48,,,,-490.0,34510.0
49,35550.0,49,,,,-490.0,35510.0
50,36689.0,51,,,,-490.0,36510.0
51,37348.0,52,,,,-490.0,36510.0
52,37949.0,53,,,,-490.0,37510.0
53,38614.0,54,,,,-490.0,38510.0
54,39152.0,55,,,,-490.0,38510.0
55,39812.0,56,,,,-490.0,39510.0
56,40355.0,57,,,,-490.0,39510.0
57,40931.0,58,,,,-490.0,40510.0
58,41492.0,59,,,,-490.0,40510.0
59,42089.0,60,,,,-490.0,41510.0
60,42692.0,61,,,,-490.0,42510.0
61,43313.0,62,,,,-490.0,42510.0
62,43916.0,63,,,,-490.0,43510.0
63,44531.0,64,,,,-490.0,44510.0
64,45071.0,65,,,,-490.0,44510.0
65,45643.0,66,,,,-490.0,45510.0
66,46190.0,67,,,,-490.0,45510.0
67,46855.0,68,,,,-490.0,46510.0
68,47451.0,69,,,,-490.0,46510.0
69,48088.0,70,,,,-490.0,47510.0
70,48656.0,71,,,,-490.0,48510.0
71,49284.0,72,,,,-490.0,48510.0
72,49812.0,73,,,,-490.0,49510.0
73,50430.0,74,,,,-490.0,49510.0
74,51030.0,75,,,,-490.0,50510.0
75,51758.0,76,,,,-490.0,51510.0
76,52332.0,77,,,,-490.0,51510.0
77,52951.0,78,,,,-490.0,52510.0
78,53570.0,79,,,,-490.0,53510.0
79,54234.0,80,,,,-490.0,53510.0
80,54755.0,81,,,,-490.0,54510.0
81,55313.0,82,,,,-490.0,54510.0
82,55891.0,83,,,,-490.0,55510.0
83,56412.0,84,,,,-490.0,55510.0
84,57031.0,85,,,,-490.0,56510.0
85,57630.0,86,,,,-490.0,57510.0
86,58089.0,87,,,,-490.0,57510.0
87,58771.0,88,,,,-490.0,58510.0
88,59373.0,89,,,,-490.0,58510.0
89,59956.0,90,,,,-490.0,59510.0
90,60576.0,91,,,,-490.0,60510.0
91,61110.0,92,,,,-490.0,60510.0
92,61691.0,93,,,,-490.0,61510.0
93,62353.0,94,,,,-490.0,61510.0
94,62929.0,95,,,,-490.0,62510.0
95,63529.0,96,,,,-490.0,63510.0
96,64150.0,97,,,,-490.0,63510.0
97,64732.0,98,,,,-490.0,64510.0
98,65292.0,99,,,,-490.0,64510.0
99,65873.0,100,,,,-490.0,65510.0
100,66449.0,101,,,,-490.0,65510.0
101,67058.0,102,,,,-490.0,66510.0
102,67670.0,103,,,,-490.0,67510.0
103,68251.0,104,,,,-490.0,67510.0
104,68831.0,105,,,,-490.0,68510.0
105,69489.0,106,,,,-490.0,68510.0
106,69969.0,107,,,,-490.0,69510.0
107,70568.0,108,,,,-490.0,70510.0
108,71108.0,109,,,,-490.0,70510.0
109,71688.0,110,,,,-490.0,71510.0
110,72227.0,111,,,,-490.0,71510.0
111,72849.0,112,,,,-490.0,72510.0
112,73371.0,113,,,,-490.0,72510.0
113,74009.0,114,,,,-490.0,73510.0
114,74552.0,115,,,,-490.0,74510.0
115,75169.0,116,,,,-490.0,74510.0
116,75711.0,117,,,,-490.0,75510.0
117,76356.0,118,,,,-490.0,75510.0
118,76890.0,119,,,,-490.0,76510.0
119,77690.0,120,,,,-490.0,77510.0
120,78791.0,121,,,,-490.0,78510.0
121,79872.0,123,,,,-490.0,79510.0
122,80327.0,124,,,,-490.0,79510.0
123,80888.0,125,,,,-490.0,80510.0
124,81448.0,126,,,,-490.0,80510.0
125,82127.0,127,,,,-490.0,81510.0
126,82651.0,128,,,,-490.0,82510.0
127,83288.0,129,,,,-490.0,82510.0
128,83847.0,130,,,,-490.0,83510.0
129,84447.0,131,,,,-490.0,83510.0
130,85075.0,132,,,,-490.0,84510.0
131,85730.0,133,,,,-490.0,85510.0
132,86289.0,134,,,,-490.0,85510.0
133,86888.0,135,,,,-490.0,86510.0
134,87468.0,136,,,,-490.0,86510.0
135,88238.0,137,,,,-490.0,87510.0
136,88687.0,138,,,,-490.0,88510.0
137,89347.0,139,,,,-490.0,88510.0
138,89948.0,140,,,,-490.0,89510.0
139,90588.0,141,,,,-490.0,90510.0
140,91207.0,142,,,,-490.0,90510.0
141,91868.0,143,,,,-490.0,91510.0
142,92468.0,144,,,,-490.0,91510.0
143,93128.0,145,,,,-490.0,92510.0
144,93707.0,146,,,,-490.0,93510.0
145,94327.0,147,,,,-490.0,93510.0
146,94929.0,148,,,,-490.0,94510.0
147,95607.0,149,,,,-490.0,95510.0
148,96271.0,150,,,,-490.0,95510.0
149,97011.0,151,,,,-490.0,96510.0
150,97752.0,152,,,,-490.0,97510.0
151,98353.0,153,,,,-490.0,97510.0
152,98952.0,154,,,,-490.0,98510.0
153,99672.0,155,,,,-490.0,99510.0
154,100332.0,156,,,,-490.0,99510.0
155,100910.0,157,,,,-490.0,100510.0
156,101554.0,158,,,,-490.0,101510.0
157,102130.0,159,,,,-490.0,101510.0
158,102871.0,160,,,,-490.0,102510.0
159,103700.0,161,,,,-490.0,103510.0
160,104267.0,162,,,,-490.0,103510.0
161,104866.0,163,,,,-490.0,104510.0
162,105428.0,164,,,,-490.0,104510.0
163,106208.0,165,,,,-490.0,105510.0
164,106647.0,166,,,,-490.0,106510.0
165,107187.0,167,,,,-490.0,106510.0
166,107728.0,168,,,,-490.0,107510.0
167,108371.0,169,,,,-490.0,107510.0
168,108909.0,170,,,,-490.0,108510.0
169,109530.0,171,,,,-490.0,109510.0
170,110091.0,172,,,,-490.0,109510.0
171,110726.0,173,,,,-490.0,110510.0
172,111267.0,174,,,,-490.0,110510.0
173,111947.0,175,,,,-490.0,111510.0
174,112486.0,176,,,,-490.0,111510.0
175,113127.0,177,,,,-490.0,112510.0
176,113687.0,178,,,,-490.0,113510.0
177,114361.0,179,,,,-490.0,113510.0
178,114847.0,180,,,,-490.0,114510.0
179,115446.0,181,,,,-490.0,114510.0
180,115987.0,182,,,,-490.0,115510.0
181,116548.0,183,,,,-490.0,116510.0
182,117087.0,184,,,,-490.0,116510.0
183,117689.0,185,,,,-490.0,117510.0
184,118251.0,186,,,,-490.0,117510.0
185,118854.0,187,,,,-490.0,118510.0
186,119410.0,188,,,,-490.0,118510.0
187,120029.0,189,,,,-490.0,119510.0
188,120551.0,190,,,,-490.0,120510.0
189,121213.0,191,,,,-490.0,120510.0
190,121709.0,192,,,,-490.0,121510.0
191,122253.0,193,,,,-490.0,121510.0
192,122768.0,194,,,,-490.0,122510.0
193,123350.0,195,,,,-490.0,122510.0
194,123948.0,196,,,,-490.0,123510.0
195,124652.0,197,,,,-490.0,124510.0
196,125148.0,198,,,,-490.0,124510.0
197,125771.0,199,,,,-490.0,125510.0
198,126309.0,200,,,,-490.0,125510.0
199,126907.0,201,,,,-490.0,126510.0
200,127491.0,202,,,,-490.0,126510.0
201,128087.0,203,,,,-490.0,127510.0
202,128627.0,204,,,,-490.0,128510.0
203,129208.0,205,,,,-490.0,128510.0
204,129819.0,206,,,,-490.0,129510.0
205,130386.0,207,,,,-490.0,129510.0
206,130968.0,208,,,,-490.0,130510.0
207,131565.0,209,,,,-490.0,131510.0
208,132129.0,210,,,,-490.0,131510.0
209,132754.0,211,,,,-490.0,132510.0
210,133307.0,212,,,,-490.0,132510.0
