,ms,abs,alpha,beta,gamma
0,99.0,False,89.9,16.6,0.4
1,115.0,False,90.0,16.8,0.30000000000000004
2,121.0,False,90.0,17.0,0.1
3,137.0,False,90.2,17.0,-0.30000000000000004
4,171.0,False,90.4,16.7,-0.6000000000000001
5,189.0,False,90.4,16.6,-0.8
6,239.0,False,90.60000000000001,16.7,-0.9
7,271.0,False,90.60000000000001,16.5,-0.8
8,288.0,False,90.60000000000001,16.3,-0.8
9,370.0,False,90.60000000000001,16.2,-0.9
10,437.0,False,90.5,16.1,-0.8
11,493.0,False,90.4,16.0,-0.7000000000000001
12,538.0,False,90.2,16.1,-1.0
13,553.0,False,90.2,16.2,-1.3
14,571.0,False,90.2,16.3,-1.4000000000000001
15,587.0,False,90.2,16.3,-1.6
16,603.0,False,90.30000000000001,16.5,-1.8
17,620.0,False,90.4,16.7,-2.0
18,637.0,False,90.5,16.900000000000002,-2.3000000000000003
19,654.0,False,90.60000000000001,17.1,-2.3000000000000003
20,670.0,False,90.7,17.2,-2.2
21,687.0,False,90.9,17.2,-2.0
22,724.0,False,91.5,17.2,-1.7000000000000002
23,741.0,False,91.60000000000001,17.3,-1.6
24,754.0,False,92.0,17.400000000000002,-1.3
25,770.0,False,92.2,17.400000000000002,-1.0
26,794.0,False,92.80000000000001,17.3,-0.1
27,804.0,False,93.0,17.400000000000002,0.2
28,821.0,False,93.60000000000001,17.400000000000002,0.9
29,838.0,False,93.9,17.5,1.1
30,853.0,False,94.7,17.7,1.5
31,870.0,False,95.10000000000001,17.8,1.7000000000000002
32,890.0,False,96.10000000000001,17.900000000000002,2.0
33,903.0,False,97.30000000000001,18.0,2.1
34,931.0,False,99.30000000000001,17.900000000000002,2.2
35,954.0,False,100.80000000000001,17.7,2.3000000000000003
36,987.0,False,103.2,17.5,2.5
37,1004.0,False,104.9,17.5,2.5
38,1020.0,False,106.5,17.5,2.5
39,1038.0,False,107.30000000000001,17.6,2.5
40,1054.0,False,108.9,17.6,2.5
41,1070.0,False,110.60000000000001,17.7,2.6
42,1088.0,False,111.5,17.7,2.7
43,1104.0,False,113.30000000000001,17.7,2.9000000000000004
44,1120.0,False,115.2,17.6,3.1
45,1136.0,False,116.10000000000001,17.5,3.2
46,1154.0,False,118.2,17.3,3.5
47,1169.0,False,120.2,17.1,3.7
48,1190.0,False,122.30000000000001,17.0,3.7
49,1204.0,False,123.4,16.900000000000002,3.7
50,1223.0,False,125.5,16.8,3.6
51,1240.0,False,127.5,16.7,3.4000000000000004
52,1254.0,False,128.4,16.6,3.3000000000000003
53,1270.0,False,130.3,16.5,3.0
54,1291.0,False,132.1,16.5,2.9000000000000004
55,1304.0,False,132.9,16.400000000000002,2.8000000000000003
56,1320.0,False,134.6,16.3,2.7
57,1337.0,False,136.1,16.2,2.7
58,1354.0,False,136.9,16.2,2.6
59,1371.0,False,138.3,16.1,2.4000000000000004
60,1392.0,False,139.6,16.0,2.2
61,1404.0,False,140.3,16.0,2.1
62,1420.0,False,141.5,15.8,2.0
63,1437.0,False,142.70000000000002,15.700000000000001,1.9000000000000001
64,1454.0,False,143.20000000000002,15.700000000000001,1.9000000000000001
65,1471.0,False,144.3,15.700000000000001,1.8
66,1493.0,False,145.3,15.8,1.7000000000000002
67,1505.0,False,145.8,15.8,1.6
68,1521.0,False,146.70000000000002,15.9,1.4000000000000001
69,1539.0,False,147.70000000000002,15.9,1.1
70,1556.0,False,148.1,15.9,1.0
71,1570.0,False,148.9,16.0,0.9
72,1599.0,False,150.0,16.3,1.0
73,1624.0,False,150.70000000000002,16.5,1.0
74,1636.0,False,151.4,16.6,1.0
75,1656.0,False,152.20000000000002,16.5,0.8
76,1669.0,False,152.6,16.5,0.6000000000000001
77,1686.0,False,153.20000000000002,16.3,0.5
78,1704.0,False,153.5,16.3,0.6000000000000001
79,1720.0,False,154.10000000000002,16.2,0.9
80,1737.0,False,154.8,16.2,1.2000000000000002
81,1753.0,False,155.10000000000002,16.3,1.3
82,1771.0,False,155.8,16.6,1.2000000000000002
83,1786.0,False,156.5,16.900000000000002,1.1
84,1805.0,False,157.10000000000002,17.0,1.5
85,1820.0,False,157.4,16.8,1.8
86,1838.0,False,157.9,16.5,2.6
87,1854.0,False,158.4,16.5,3.3000000000000003
88,1870.0,False,158.5,16.6,3.6
89,1886.0,False,158.9,17.1,3.9000000000000004
90,1903.0,False,159.4,17.7,4.0
91,1920.0,False,159.70000000000002,18.0,4.0
92,1937.0,False,160.5,18.3,4.0
93,1953.0,False,161.5,18.2,3.7
94,1987.0,False,163.20000000000002,17.6,3.0
95,2003.0,False,164.4,17.5,2.4000000000000004
96,2020.0,False,165.0,17.5,2.1
97,2037.0,False,166.3,17.400000000000002,1.6
98,2053.0,False,167.70000000000002,17.2,1.0
99,2071.0,False,169.10000000000002,16.8,0.5
100,2087.0,False,169.70000000000002,16.6,0.2
101,2103.0,False,171.10000000000002,16.400000000000002,-0.30000000000000004
102,2120.0,False,171.8,16.3,-0.5
103,2137.0,False,173.20000000000002,16.0,-1.0
104,2153.0,False,174.8,15.700000000000001,-1.6
105,2171.0,False,176.4,15.100000000000001,-2.2
106,2186.0,False,177.20000000000002,14.8,-2.4000000000000004
107,2203.0,False,178.8,14.0,-2.8000000000000003
108,2220.0,False,180.4,13.200000000000001,-3.1
109,2240.0,False,181.3,12.8,-3.5
110,2255.0,False,182.9,11.9,-4.0
111,2270.0,False,184.4,11.0,-4.2
112,2286.0,False,185.10000000000002,10.5,-4.3
113,2303.0,False,186.20000000000002,9.600000000000001,-4.4
114,2320.0,False,187.10000000000002,9.1,-4.1000000000000005
115,2342.0,False,187.8,8.8,-3.5
116,2354.0,False,188.20000000000002,8.8,-3.0
117,2370.0,False,188.8,9.1,-2.4000000000000004
118,2386.0,False,189.10000000000002,9.3,-2.2
119,2403.0,False,189.8,9.9,-2.0
120,2429.0,False,190.60000000000002,10.4,-2.1
121,2457.0,False,191.0,10.4,-2.5
122,2473.0,False,191.20000000000002,10.5,-2.8000000000000003
123,2486.0,False,191.3,10.600000000000001,-3.0
124,2503.0,False,191.5,11.0,-3.2
125,2520.0,False,191.60000000000002,11.8,-3.3000000000000003
126,2537.0,False,191.70000000000002,12.8,-3.4000000000000004
127,2553.0,False,191.9,13.3,-3.5
128,2571.0,False,192.0,14.200000000000001,-3.6
129,2586.0,False,192.0,14.600000000000001,-3.5
130,2603.0,False,192.20000000000002,15.3,-3.7
131,2622.0,False,192.3,16.0,-3.9000000000000004
132,2636.0,False,192.60000000000002,16.5,-4.2
133,2654.0,False,192.8,16.7,-4.3
134,2669.0,False,193.20000000000002,16.900000000000002,-4.5
135,2689.0,False,193.5,16.900000000000002,-4.5
136,2710.0,False,193.8,16.8,-4.4
137,2720.0,False,194.0,16.7,-4.3
138,2738.0,False,194.3,16.5,-4.4
139,2756.0,False,194.5,16.400000000000002,-4.5
140,2770.0,False,194.9,16.1,-5.0
141,2787.0,False,195.10000000000002,15.600000000000001,-5.6000000000000005
142,2803.0,False,195.20000000000002,15.3,-5.9
143,2820.0,False,195.20000000000002,14.700000000000001,-6.5
144,2838.0,False,195.20000000000002,14.3,-7.1000000000000005
145,2853.0,False,195.20000000000002,14.100000000000001,-7.4
146,2870.0,False,195.10000000000002,13.8,-7.7
147,2886.0,False,194.8,13.5,-7.5
148,2903.0,False,194.60000000000002,13.3,-7.4
149,2920.0,False,194.3,13.100000000000001,-7.1000000000000005
150,2937.0,False,193.9,13.100000000000001,-6.9
151,2955.0,False,193.5,13.200000000000001,-6.7
152,2988.0,False,192.8,13.3,-6.4
153,3008.0,False,192.3,13.5,-6.1000000000000005
154,3021.0,False,192.10000000000002,13.600000000000001,-5.9
155,3036.0,False,191.60000000000002,13.8,-5.6000000000000005
156,3055.0,False,191.0,14.0,-5.4
157,3074.0,False,190.8,14.100000000000001,-5.4
158,3087.0,False,190.20000000000002,14.600000000000001,-5.4
159,3105.0,False,189.9,14.8,-5.4
160,3120.0,False,189.20000000000002,15.200000000000001,-5.0
161,3137.0,False,188.5,15.5,-4.4
162,3153.0,False,187.8,15.8,-3.7
163,3173.0,False,187.20000000000002,16.400000000000002,-3.1
164,3187.0,False,186.9,16.7,-2.9000000000000004
165,3203.0,False,186.60000000000002,17.0,-2.6
166,3221.0,False,185.9,17.5,-2.2
167,3236.0,False,184.9,17.8,-1.7000000000000002
168,3254.0,False,183.8,18.1,-1.1
169,3269.0,False,183.20000000000002,18.2,-0.8
170,3292.0,False,182.20000000000002,18.5,-0.30000000000000004
171,3303.0,False,181.70000000000002,18.7,0.0
172,3325.0,False,180.3,19.1,0.8
173,3337.0,False,179.9,19.200000000000003,1.0
174,3353.0,False,179.0,19.3,1.2000000000000002
175,3370.0,False,178.60000000000002,19.3,1.2000000000000002
176,3394.0,False,177.5,19.1,1.2000000000000002
177,3422.0,False,176.5,18.7,0.6000000000000001
178,3436.0,False,176.20000000000002,18.5,0.2
179,3457.0,False,175.60000000000002,18.3,-0.7000000000000001
180,3471.0,False,174.9,18.0,-1.6
181,3496.0,False,174.20000000000002,17.7,-2.4000000000000004
182,3503.0,False,173.8,17.6,-2.7
183,3522.0,False,173.0,17.2,-3.4000000000000004
184,3536.0,False,172.60000000000002,17.1,-3.6
185,3554.0,False,172.0,16.8,-4.3
186,3571.0,False,171.60000000000002,16.6,-5.1000000000000005
187,3596.0,False,171.10000000000002,16.400000000000002,-5.7
188,3603.0,False,170.8,16.3,-6.0
